"Method","Metric","K","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","rep","scenario"
"Int-UMAP","Ichino-Yaguchi",5,0.882388127853881,0.0343150684931507,0.889163242037224,0.0357142505598347,0.250666666666667,-0.000666666666666663,2,"I"
"Int-UMAP","Ichino-Yaguchi",10,0.871958406561218,0.0251142355008788,0.879933977530622,0.0316425280744408,0.298666666666667,0.0106666666666667,2,"I"
"Int-UMAP","Ichino-Yaguchi",20,0.867478973407545,0.0159944341372913,0.871411429067453,0.0272330773434896,0.362833333333333,0.0188333333333333,2,"I"
"Int-UMAP","Ichino-Yaguchi",40,0.86576530967293,0.00117571329157973,0.860950972560145,0.0221504296277109,0.461583333333333,0.03225,2,"I"
"C-PCA","Wasserstein",5,0.925973744292237,0.0740159817351598,0.924725127346999,0.0785869199662049,0.255333333333333,0.0473333333333333,2,"I"
"C-PCA","Wasserstein",10,0.929138254247217,0.0572782659636789,0.922746796322847,0.0704611333125468,0.355333333333333,0.0876666666666667,2,"I"
"C-PCA","Wasserstein",20,0.931053184910328,0.0445627705627706,0.918506840509081,0.0640728857114298,0.466666666666667,0.109333333333333,2,"I"
"C-PCA","Wasserstein",40,0.938237125956854,0.0306809324982603,0.91282215913577,0.0582004530460429,0.59025,0.119083333333333,2,"I"
"V-PCA","Wasserstein",5,0.926513698630137,0.0728356164383561,0.925136575042449,0.0776132588527697,0.256,0.0433333333333333,2,"I"
"V-PCA","Wasserstein",10,0.929197422378442,0.0570732278851787,0.922933669110539,0.0699376174709768,0.354,0.084,2,"I"
"V-PCA","Wasserstein",20,0.930885899814471,0.0449517625231911,0.918583921088129,0.0638174809101568,0.467,0.106833333333333,2,"I"
"V-PCA","Wasserstein",40,0.938256610995129,0.0305222686151705,0.912951520098509,0.0578406953818782,0.590333333333333,0.118333333333333,2,"I"
"MR-PCA","Wasserstein",5,0.761416666666667,0.251618721461187,0.764753467693645,0.268962603866755,0.116666666666667,0.01,2,"I"
"MR-PCA","Wasserstein",10,0.752522554188635,0.231896895137669,0.757195853507676,0.255859138760329,0.158,0.0193333333333333,2,"I"
"MR-PCA","Wasserstein",20,0.744437847866419,0.203209647495362,0.748022903978899,0.240431446049469,0.234333333333333,0.0465,2,"I"
"MR-PCA","Wasserstein",40,0.730637613082811,0.170836812804454,0.734747625396711,0.224692700952637,0.31525,0.0773333333333334,2,"I"
"SPCA","Wasserstein",5,0.925973744292237,0.0740159817351598,0.924725127346999,0.0785869199662049,0.255333333333333,0.0473333333333333,2,"I"
"SPCA","Wasserstein",10,0.929138254247217,0.0572782659636789,0.922746796322847,0.0704611333125468,0.355333333333333,0.0876666666666667,2,"I"
"SPCA","Wasserstein",20,0.931053184910328,0.0445627705627706,0.918506840509081,0.0640728857114298,0.466666666666667,0.109333333333333,2,"I"
"SPCA","Wasserstein",40,0.938237125956854,0.0306809324982603,0.91282215913577,0.0582004530460429,0.59025,0.119083333333333,2,"I"
"IMDS","Wasserstein",5,0.576654109589041,-0.101751141552511,0.582439443528476,-0.109506689306133,0.0333333333333333,0.000666666666666666,2,"I"
"IMDS","Wasserstein",10,0.574132396016403,-0.0910861159929701,0.577966548318711,-0.102747037347999,0.0586666666666667,0.000666666666666666,2,"I"
"IMDS","Wasserstein",20,0.567128942486085,-0.0743976499690786,0.570735103129559,-0.0944538433553746,0.0941666666666667,-5e-04,2,"I"
"IMDS","Wasserstein",40,0.567106993736952,-0.0448820459290188,0.562389751204476,-0.0831815389539878,0.16525,-0.01725,2,"I"
"Int-UMAP","Wasserstein",5,0.867036529680365,0.0222465753424658,0.875948642862416,0.0249412276168681,0.239333333333333,-0.002,2,"I"
"Int-UMAP","Wasserstein",10,0.852158172231986,0.0111353251318101,0.864465932015862,0.0196141786039362,0.272,0.00833333333333333,2,"I"
"Int-UMAP","Wasserstein",20,0.84552257266543,0.000646876932591245,0.854282061028541,0.0144275947574648,0.3195,0.018,2,"I"
"Int-UMAP","Wasserstein",40,0.852913709116214,-0.00595407098121092,0.845329219508125,0.010983608805794,0.42525,0.0269166666666667,2,"I"
"C-PCA","Centers-Euclidean",5,0.848614155251142,0.148187214611872,0.849131661622003,0.156218060716424,0.158,0.036,2,"I"
"C-PCA","Centers-Euclidean",10,0.83970474516696,0.14184417106034,0.84151105192434,0.151688861705755,0.220333333333333,0.046,2,"I"
"C-PCA","Centers-Euclidean",20,0.841213048855906,0.117317872603587,0.835610668366672,0.14118684658576,0.311833333333333,0.067,2,"I"
"C-PCA","Centers-Euclidean",40,0.842601252609603,0.0949902574808629,0.826751685862178,0.131357728265701,0.426916666666667,0.0905,2,"I"
"V-PCA","Centers-Euclidean",5,0.84628196347032,0.152860730593607,0.847375175332825,0.159769093847151,0.154666666666667,0.0326666666666667,2,"I"
"V-PCA","Centers-Euclidean",10,0.83984417106034,0.141591095489162,0.840741886932184,0.153248641393414,0.219333333333333,0.0443333333333333,2,"I"
"V-PCA","Centers-Euclidean",20,0.841094001236858,0.117340754483612,0.834972932515924,0.142392717910031,0.312166666666667,0.0651666666666667,2,"I"
"V-PCA","Centers-Euclidean",40,0.842339770354906,0.0954582463465554,0.826231660114609,0.132355193739714,0.424916666666667,0.0855,2,"I"
"MR-PCA","Centers-Euclidean",5,0.848614155251142,0.148187214611872,0.849131661622003,0.156218060716424,0.158,0.036,2,"I"
"MR-PCA","Centers-Euclidean",10,0.83970474516696,0.14184417106034,0.84151105192434,0.151688861705755,0.220333333333333,0.046,2,"I"
"MR-PCA","Centers-Euclidean",20,0.841213048855906,0.117317872603587,0.835610668366672,0.14118684658576,0.311833333333333,0.067,2,"I"
"MR-PCA","Centers-Euclidean",40,0.842601252609603,0.0949902574808629,0.826751685862178,0.131357728265701,0.426916666666667,0.0905,2,"I"
"SPCA","Centers-Euclidean",5,0.848614155251142,0.148187214611872,0.849131661622003,0.156218060716424,0.158,0.036,2,"I"
"SPCA","Centers-Euclidean",10,0.83970474516696,0.14184417106034,0.84151105192434,0.151688861705755,0.220333333333333,0.046,2,"I"
"SPCA","Centers-Euclidean",20,0.841213048855906,0.117317872603587,0.835610668366672,0.14118684658576,0.311833333333333,0.067,2,"I"
"SPCA","Centers-Euclidean",40,0.842601252609603,0.0949902574808629,0.826751685862178,0.131357728265701,0.426916666666667,0.0905,2,"I"
"IMDS","Centers-Euclidean",5,0.509067351598174,-0.00555022831050223,0.50550073414212,-0.00365299275701125,0.0213333333333333,0.002,2,"I"
"IMDS","Centers-Euclidean",10,0.51116813122437,-0.00911540714704162,0.505034739860939,-0.00581963212806941,0.0373333333333333,0.00366666666666667,2,"I"
"IMDS","Centers-Euclidean",20,0.517047309833024,-0.00755782312925168,0.504073442720724,-0.00646199572558853,0.0728333333333333,-0.0015,2,"I"
"IMDS","Centers-Euclidean",40,0.535005567153793,-0.00157620041753659,0.503538339820484,-0.00489855672319184,0.142166666666667,-0.00308333333333333,2,"I"
"Int-UMAP","Centers-Euclidean",5,0.614666666666667,-0.0915936073059361,0.621754230545234,-0.101003518960553,0.100666666666667,-0.0106666666666667,2,"I"
"Int-UMAP","Centers-Euclidean",10,0.601982425307557,-0.0833930872876392,0.612676092285307,-0.0956875795133533,0.120666666666667,-0.013,2,"I"
"Int-UMAP","Centers-Euclidean",20,0.592145021645022,-0.0753710575139146,0.603393059352987,-0.0901090265388721,0.15,-0.0143333333333333,2,"I"
"Int-UMAP","Centers-Euclidean",40,0.595032881002088,-0.0712571329157968,0.595244964181563,-0.086081871528646,0.214333333333333,-0.0161666666666667,2,"I"
"C-PCA","Int-Euclidean",5,0.932456621004566,0.0632328767123288,0.929262084635513,0.068894193304952,0.262666666666667,0.0466666666666667,3,"I"
"C-PCA","Int-Euclidean",10,0.934613356766257,0.0522331575864089,0.92710563871435,0.0631088391292206,0.373,0.0763333333333333,3,"I"
"C-PCA","Int-Euclidean",20,0.933383426097712,0.0406184291898578,0.92195778917095,0.0576532629746821,0.474166666666667,0.0966666666666667,3,"I"
"C-PCA","Int-Euclidean",40,0.938844815588031,0.0302094641614475,0.915746124360777,0.0529879298619838,0.594416666666667,0.11425,3,"I"
"V-PCA","Int-Euclidean",5,0.931510273972603,0.0651255707762557,0.92828149223614,0.07087916594893,0.260666666666667,0.044,3,"I"
"V-PCA","Int-Euclidean",10,0.934125951962507,0.0532173403632102,0.926373152530695,0.0645748554271265,0.370666666666667,0.074,3,"I"
"V-PCA","Int-Euclidean",20,0.93286765615337,0.0416363636363637,0.92131502980354,0.0589423869068713,0.473166666666667,0.0958333333333333,3,"I"
"V-PCA","Int-Euclidean",40,0.938642832289492,0.0307352122477383,0.915231657319818,0.0540614392129409,0.595,0.11475,3,"I"
"MR-PCA","Int-Euclidean",5,0.748456621004566,0.2462100456621,0.749892257466512,0.269587075817605,0.108666666666667,0.028,3,"I"
"MR-PCA","Int-Euclidean",10,0.737714118336262,0.223329818394845,0.742147162588966,0.253463646575455,0.146666666666667,0.026,3,"I"
"MR-PCA","Int-Euclidean",20,0.720702226345084,0.185091527520099,0.730183301937106,0.233689196958123,0.2115,0.0398333333333333,3,"I"
"MR-PCA","Int-Euclidean",40,0.701673973556019,0.142123173277662,0.714845343724046,0.213730750715239,0.28725,0.0645,3,"I"
"SPCA","Int-Euclidean",5,0.932456621004566,0.0632328767123288,0.929262084635513,0.068894193304952,0.262666666666667,0.0466666666666667,3,"I"
"SPCA","Int-Euclidean",10,0.934613356766257,0.0522331575864089,0.92710563871435,0.0631088391292206,0.373,0.0763333333333333,3,"I"
"SPCA","Int-Euclidean",20,0.933383426097712,0.0406184291898578,0.92195778917095,0.0576532629746821,0.474166666666667,0.0966666666666667,3,"I"
"SPCA","Int-Euclidean",40,0.938844815588031,0.0302094641614475,0.915746124360777,0.0529879298619838,0.594416666666667,0.11425,3,"I"
"IMDS","Int-Euclidean",5,0.502446347031964,-0.0687420091324201,0.496959462230644,-0.0599984414860021,0.0113333333333333,0.00466666666666667,3,"I"
"IMDS","Int-Euclidean",10,0.517517867603984,-0.0775547744581137,0.502090208499038,-0.0659576259360257,0.034,0.00133333333333333,3,"I"
"IMDS","Int-Euclidean",20,0.529061224489796,-0.0817922077922079,0.504368851405821,-0.0685648874313178,0.0611666666666667,-0.00133333333333334,3,"I"
"IMDS","Int-Euclidean",40,0.543348295059151,-0.0530048712595685,0.503950771504012,-0.0616845026559342,0.1225,-0.0163333333333333,3,"I"
"Int-UMAP","Int-Euclidean",5,0.777305936073059,-0.106872146118721,0.783901288644995,-0.0957190081288809,0.132,-0.00333333333333333,3,"I"
"Int-UMAP","Int-Euclidean",10,0.765707088459285,-0.105534856473345,0.773837394453627,-0.0971991541705872,0.157333333333333,-0.00133333333333333,3,"I"
"Int-UMAP","Int-Euclidean",20,0.766331168831169,-0.103944959802103,0.766867733261688,-0.0967648521860762,0.227,-0.00166666666666666,3,"I"
"Int-UMAP","Int-Euclidean",40,0.786562456506611,-0.110516701461378,0.762275202550915,-0.09742019431401,0.36075,0.00558333333333333,3,"I"
"C-PCA","Hausdorff",5,0.946852739726027,0.0385593607305936,0.943835461935346,0.0424553157631387,0.278666666666667,0.0393333333333333,3,"I"
"C-PCA","Hausdorff",10,0.949100175746924,0.032241359109549,0.941533628458653,0.0390930530563908,0.384333333333333,0.0603333333333333,3,"I"
"C-PCA","Hausdorff",20,0.956058441558442,0.0219276437847866,0.939116447224105,0.0347368796128618,0.505333333333333,0.0878333333333333,3,"I"
"C-PCA","Hausdorff",40,0.968960334029228,0.0144293667362561,0.93563790376882,0.0315664774678694,0.659833333333333,0.0990833333333333,3,"I"
"V-PCA","Hausdorff",5,0.946325342465753,0.0396232876712329,0.943128101647923,0.0440245753049356,0.278,0.038,3,"I"
"V-PCA","Hausdorff",10,0.948956063268893,0.0326654950205039,0.941075060452025,0.0401942831597261,0.381333333333333,0.0553333333333333,3,"I"
"V-PCA","Hausdorff",20,0.955751391465677,0.0225046382189239,0.938715912491587,0.0356516347827893,0.501166666666667,0.0858333333333333,3,"I"
"V-PCA","Hausdorff",40,0.968995128740431,0.0144697286012526,0.935341359591076,0.0322910410242078,0.660916666666667,0.101,3,"I"
"MR-PCA","Hausdorff",5,0.776154109589041,0.203568493150685,0.783963342110228,0.211200219832501,0.12,0.0233333333333333,3,"I"
"MR-PCA","Hausdorff",10,0.752144112478032,0.200777973052138,0.769014032115911,0.207501393570585,0.165333333333333,0.0356666666666667,3,"I"
"MR-PCA","Hausdorff",20,0.729865491651206,0.167904143475572,0.752925823604,0.193722330440322,0.205833333333333,0.0505,3,"I"
"MR-PCA","Hausdorff",40,0.706343423799582,0.11851704940849,0.734270127605976,0.175435106429424,0.266833333333333,0.0690833333333333,3,"I"
"SPCA","Hausdorff",5,0.946852739726027,0.0385593607305936,0.943835461935346,0.0424553157631387,0.278666666666667,0.0393333333333333,3,"I"
"SPCA","Hausdorff",10,0.949100175746924,0.032241359109549,0.941533628458653,0.0390930530563908,0.384333333333333,0.0603333333333333,3,"I"
"SPCA","Hausdorff",20,0.956058441558442,0.0219276437847866,0.939116447224105,0.0347368796128618,0.505333333333333,0.0878333333333333,3,"I"
"SPCA","Hausdorff",40,0.968960334029228,0.0144293667362561,0.93563790376882,0.0315664774678694,0.659833333333333,0.0990833333333333,3,"I"
"IMDS","Hausdorff",5,0.589396118721461,-0.113938356164384,0.595872193649466,-0.129668774761916,0.0246666666666667,0.004,3,"I"
"IMDS","Hausdorff",10,0.585106033977739,-0.107693028705331,0.589978127351243,-0.122642708766545,0.0553333333333333,0.00133333333333333,3,"I"
"IMDS","Hausdorff",20,0.584537724180581,-0.0791496598639455,0.584456051201182,-0.109119121400615,0.106666666666667,-0.007,3,"I"
"IMDS","Hausdorff",40,0.587264265831594,-0.0499043145441892,0.577281136339038,-0.0963602610406205,0.190833333333333,-0.013,3,"I"
"Int-UMAP","Hausdorff",5,0.902538812785388,0.00521004566210037,0.905011032638564,0.00993872579176611,0.211333333333333,0.00800000000000001,3,"I"
"Int-UMAP","Hausdorff",10,0.897288810779145,-0.00124897480960751,0.898201847204484,0.00609287789097772,0.26,0.00833333333333333,3,"I"
"Int-UMAP","Hausdorff",20,0.901883116883117,-0.0105170068027211,0.893086222675804,0.00152604142731837,0.347333333333333,0.0045,3,"I"
"Int-UMAP","Hausdorff",40,0.920636395267919,-0.0148169798190675,0.888756370384388,-0.00100131843127177,0.5085,0.00833333333333333,3,"I"
"C-PCA","Ichino-Yaguchi",5,0.92787899543379,0.0698036529680366,0.926443881192017,0.0728623339977525,0.276,0.0313333333333333,3,"I"
"C-PCA","Ichino-Yaguchi",10,0.926312243702402,0.0591435266549502,0.922410943125279,0.0677359509585969,0.361,0.0606666666666666,3,"I"
"C-PCA","Ichino-Yaguchi",20,0.924232220160792,0.0394935064935066,0.916421041850025,0.0598860330568235,0.466166666666667,0.0941666666666666,3,"I"
"C-PCA","Ichino-Yaguchi",40,0.923122303409882,0.0188368128044537,0.907940664213262,0.052068981206076,0.567166666666667,0.109916666666667,3,"I"
"V-PCA","Ichino-Yaguchi",5,0.926542237442922,0.0723858447488585,0.924311054785868,0.0769872283879224,0.272,0.0353333333333333,3,"I"
"V-PCA","Ichino-Yaguchi",10,0.926568834212068,0.0588318687756297,0.921189131362239,0.0701774252158058,0.362,0.061,3,"I"
"V-PCA","Ichino-Yaguchi",20,0.924037414965986,0.0400797773654916,0.91532088655359,0.0621191015754361,0.465166666666667,0.0903333333333333,3,"I"
"V-PCA","Ichino-Yaguchi",40,0.923134133611691,0.0190427974947808,0.90704410478176,0.0539437771101277,0.568166666666667,0.110333333333333,3,"I"
"MR-PCA","Ichino-Yaguchi",5,0.735,0.282095890410959,0.739565748783949,0.293501816899213,0.1,0.0266666666666667,3,"I"
"MR-PCA","Ichino-Yaguchi",10,0.720019332161687,0.262206209724663,0.729415417288995,0.281022545369915,0.151333333333333,0.038,3,"I"
"MR-PCA","Ichino-Yaguchi",20,0.709807359307359,0.231965986394558,0.719024168762647,0.265194126461304,0.209,0.0418333333333333,3,"I"
"MR-PCA","Ichino-Yaguchi",40,0.701947633959638,0.200795059151009,0.706875578017438,0.249542191121926,0.303,0.0700833333333333,3,"I"
"SPCA","Ichino-Yaguchi",5,0.92787899543379,0.0698036529680366,0.926443881192017,0.0728623339977525,0.276,0.0313333333333333,3,"I"
"SPCA","Ichino-Yaguchi",10,0.926312243702402,0.0591435266549502,0.922410943125279,0.0677359509585969,0.361,0.0606666666666666,3,"I"
"SPCA","Ichino-Yaguchi",20,0.924232220160792,0.0394935064935066,0.916421041850025,0.0598860330568235,0.466166666666667,0.0941666666666666,3,"I"
"SPCA","Ichino-Yaguchi",40,0.923122303409882,0.0188368128044537,0.907940664213262,0.052068981206076,0.567166666666667,0.109916666666667,3,"I"
"IMDS","Ichino-Yaguchi",5,0.57574200913242,-0.0939634703196347,0.582993454241209,-0.105992158213779,0.028,0.00266666666666667,3,"I"
"IMDS","Ichino-Yaguchi",10,0.567551845342706,-0.0837715289982425,0.575312136783156,-0.098946681705408,0.0566666666666667,-0.000999999999999997,3,"I"
"IMDS","Ichino-Yaguchi",20,0.566338589981447,-0.0577482993197279,0.569298280017845,-0.0867028988805794,0.0988333333333333,-0.0045,3,"I"
"IMDS","Ichino-Yaguchi",40,0.567126478775226,-0.0392668754349339,0.561302691646645,-0.0771959841381766,0.163583333333333,-0.0120833333333333,3,"I"
"Int-UMAP","Ichino-Yaguchi",5,0.872832191780822,0.0378926940639269,0.879615416164251,0.0446185331922468,0.226666666666667,0.01,3,"I"
"Int-UMAP","Ichino-Yaguchi",10,0.860701230228471,0.0333181019332163,0.869445437201971,0.041267084576647,0.256666666666667,0.0153333333333333,3,"I"
"Int-UMAP","Ichino-Yaguchi",20,0.854246753246753,0.0171082251082251,0.859791284374897,0.0342357613196461,0.326,0.0185,3,"I"
"Int-UMAP","Ichino-Yaguchi",40,0.852987995824635,0.00163152400835076,0.848732220686121,0.0279745111224391,0.424416666666667,0.0335833333333333,3,"I"
"C-PCA","Wasserstein",5,0.924592465753425,0.0697511415525114,0.922758569776312,0.0751082346958027,0.264666666666667,0.0393333333333333,3,"I"
"C-PCA","Wasserstein",10,0.923294669009959,0.0574364381956649,0.918923131091738,0.0686072154333471,0.343,0.0663333333333333,3,"I"
"C-PCA","Wasserstein",20,0.923776128633272,0.0429560915275201,0.913766089991982,0.0620426601575841,0.442333333333333,0.0878333333333333,3,"I"
"C-PCA","Wasserstein",40,0.93128409881698,0.0305911621433542,0.907563746505569,0.0565549670351781,0.564666666666667,0.10075,3,"I"
"V-PCA","Wasserstein",5,0.923719178082192,0.0713881278538814,0.921518197701602,0.0775276226099368,0.260666666666667,0.04,3,"I"
"V-PCA","Wasserstein",10,0.923333333333333,0.0572794376098418,0.918158754363592,0.070066261959338,0.342333333333333,0.0676666666666667,3,"I"
"V-PCA","Wasserstein",20,0.923431045145331,0.0437278911564626,0.913045251296865,0.0634717948558859,0.441,0.0851666666666667,3,"I"
"V-PCA","Wasserstein",40,0.931165796798887,0.0309258872651357,0.906990724076387,0.0577243912047207,0.564833333333333,0.101583333333333,3,"I"
"MR-PCA","Wasserstein",5,0.760686073059361,0.248102739726027,0.76049700191123,0.267004125960742,0.111333333333333,0.0306666666666667,3,"I"
"MR-PCA","Wasserstein",10,0.748770943175161,0.234458113649678,0.752349613738004,0.255778806765837,0.166333333333333,0.037,3,"I"
"MR-PCA","Wasserstein",20,0.739983302411874,0.204243661100804,0.743396055990739,0.240191609243671,0.226333333333333,0.0525,3,"I"
"MR-PCA","Wasserstein",40,0.728065414057063,0.167075852470424,0.730610209408743,0.223432125911002,0.311583333333333,0.08075,3,"I"
"SPCA","Wasserstein",5,0.924592465753425,0.0697511415525114,0.922758569776312,0.0751082346958027,0.264666666666667,0.0393333333333333,3,"I"
"SPCA","Wasserstein",10,0.923294669009959,0.0574364381956649,0.918923131091738,0.0686072154333471,0.343,0.0663333333333333,3,"I"
"SPCA","Wasserstein",20,0.923776128633272,0.0429560915275201,0.913766089991982,0.0620426601575841,0.442333333333333,0.0878333333333333,3,"I"
"SPCA","Wasserstein",40,0.93128409881698,0.0305911621433542,0.907563746505569,0.0565549670351781,0.564666666666667,0.10075,3,"I"
"IMDS","Wasserstein",5,0.569299086757991,-0.0931004566210045,0.578814134901691,-0.101096865746323,0.022,0.00533333333333333,3,"I"
"IMDS","Wasserstein",10,0.562031634446397,-0.0844405389572349,0.570987846959161,-0.0957645494372523,0.053,0.00333333333333333,3,"I"
"IMDS","Wasserstein",20,0.561555040197897,-0.064891156462585,0.564995963613319,-0.0865415515614063,0.0916666666666667,-0.0065,3,"I"
"IMDS","Wasserstein",40,0.566973729993041,-0.0452439109255393,0.558308784288681,-0.0775607651121594,0.161833333333333,-0.0123333333333333,3,"I"
