"scenario","Method","Metric","K","Q_TC.mean","Q_TC.sd","Q_TC.mcse","Q_TC.q025","Q_TC.q975","B_TC.mean","B_TC.sd","B_TC.mcse","B_TC.q025","B_TC.q975","Q_RE.mean","Q_RE.sd","Q_RE.mcse","Q_RE.q025","Q_RE.q975","B_RE.mean","B_RE.sd","B_RE.mcse","B_RE.q025","B_RE.q975","Q_LC.mean","Q_LC.sd","Q_LC.mcse","Q_LC.q025","Q_LC.q975","B_LC.mean","B_LC.sd","B_LC.mcse","B_LC.q025","B_LC.q975"
"I","IMDS","Int-Euclidean",20,0.528220828695114,0.034581229357972,0.00691624587159441,0.465795670995671,0.585480333951762,-0.057351589363018,0.0265491229046409,0.00530982458092817,-0.106627705627706,-0.018469635126778,0.506411013830612,0.0324964290898103,0.00649928581796206,0.44848644574896,0.56101282047638,-0.0545196608542028,0.0253198482167679,0.00506396964335357,-0.11023111209892,-0.0178493452735092,0.0645266666666667,0.00912384949621757,0.00182476989924351,0.0515666666666667,0.0824,-0.00346,0.00340080328201485,0.00068016065640297,-0.00836666666666667,0.00329999999999999
"II","IMDS","Int-Euclidean",20,0.564548515269656,0.0166849883765561,0.00333699767531122,0.538511785250162,0.589428362573099,-0.0403207342430149,0.02176832904138,0.004353665808276,-0.070716016894087,-0.00106678037686809,0.574401287791204,0.0171575894281391,0.00343151788562782,0.545720838832774,0.599568969292493,-0.0611188566219805,0.0222906567410357,0.00445813134820714,-0.0927498986721205,-0.0195614032107486,0.06221,0.00897959347400167,0.00179591869480033,0.0454,0.076125,-0.0050975,0.00270410808231353,0.000540821616462705,-0.0107375,-0.000325000000000005
"III","IMDS","Int-Euclidean",20,0.51940598820059,0.0373708705151309,0.00747417410302617,0.451941002949852,0.599641002949852,-0.00519758112094395,0.0393272806086629,0.00786545612173258,-0.0594023598820058,0.0587648967551622,0.498378303729867,0.0468386104947024,0.00936772209894048,0.425660660781183,0.596429958847798,-0.00122336960447806,0.0768176254904718,0.0153635250980944,-0.124099161839899,0.122275471422753,0.10003,0.0236661150170449,0.00473322300340899,0.05695,0.13635,0.00133,0.0143689697496608,0.00287379394993216,-0.0265,0.0231
"IV","IMDS","Int-Euclidean",20,0.519041822634508,0.00985481216645318,0.00197096243329064,0.50484435126778,0.538339964131107,0.00390462139764997,0.018271642686655,0.003654328537331,-0.0217967594310451,0.0377048509585652,0.524249830308169,0.0101555071643354,0.00203110143286708,0.507751220916193,0.541778151725031,-0.0321014823375179,0.0176420593085161,0.00352841186170322,-0.0586281842628824,-0.0023105511029688,0.0872561333333333,0.00668471977029759,0.00133694395405952,0.0766373333333333,0.0974666666666667,-0.00467053333333334,0.00490724244432731,0.000981448488865462,-0.0148626666666667,0.00209466666666667
"I","Int-UMAP","Int-Euclidean",20,0.779644106369821,0.0123332191818719,0.00246664383637438,0.761676932591218,0.801797526283241,-0.0916601113172541,0.0219003740474493,0.00438007480948986,-0.12678169449598,-0.057274335188621,0.771534476749996,0.0107695596861693,0.00215391193723386,0.755381317333231,0.793579435695887,-0.0764202950561072,0.0265948557914186,0.00531897115828372,-0.118169151941506,-0.0307531946232553,0.242926666666667,0.0113204665523538,0.00226409331047076,0.226066666666667,0.263133333333333,0.00723333333333333,0.00779036679590986,0.00155807335918197,-0.00503333333333334,0.0225666666666667
"II","Int-UMAP","Int-Euclidean",20,0.794624920402859,0.0689986536205719,0.0137997307241144,0.690067738791423,0.880646507472385,0.0344846231319038,0.018831870168328,0.00376637403366559,0.00461166341780377,0.0717940058479531,0.876649797780115,0.0440588135972339,0.00881176271944677,0.810330179997454,0.932000203902925,0.0224649378264284,0.0116177355220018,0.00232354710440035,0.00167596101247543,0.0450739791496946,0.426705,0.0684686965616709,0.0136937393123342,0.3243375,0.5157625,-0.022225,0.0108865180862233,0.00217730361724466,-0.0451375,-0.00587499999999999
"III","Int-UMAP","Int-Euclidean",20,0.508087935103245,0.170544043392407,0.0341088086784813,0.231243362831858,0.75399587020649,-0.00367840707964604,0.0994055498392903,0.0198811099678581,-0.19692802359882,0.184400884955752,0.478152120559771,0.17443913655142,0.0348878273102839,0.196845002970425,0.758229339158009,-0.00532112080761254,0.0908864096521176,0.0181772819304235,-0.154993756518154,0.159787141835331,0.09231,0.0910655464486981,0.0182131092897396,0.00025,0.27475,-0.00464,0.0185344667669003,0.00370689335338007,-0.0447,0.0211
"IV","Int-UMAP","Int-Euclidean",20,0.767978786889301,0.0390915617388379,0.00781831234776758,0.707302806431663,0.830694959802103,0.0327945538651824,0.034867619193018,0.0069735238386036,-0.0180636190476191,0.0902708670377242,0.783277873370054,0.0357616022776948,0.00715232045553895,0.724213285661856,0.840394346334361,0.0533325872300167,0.038567343974995,0.00771346879499899,0.000484250545497987,0.117847308748125,0.324813333333333,0.0359917467391253,0.00719834934782506,0.2525,0.383166666666667,0.0194497333333333,0.0121503700187522,0.00243007400375044,0.00180066666666666,0.0416233333333333
"I","MR-PCA","Int-Euclidean",20,0.721568658008658,0.00603159620198399,0.0012063192403968,0.711394928880643,0.731387322201608,0.186853333333333,0.00601445846363859,0.00120289169272772,0.17549820655535,0.19696586270872,0.730348556112379,0.00410495632861442,0.000820991265722884,0.722401364852448,0.736977687096728,0.22882336090321,0.0059880307354512,0.00119760614709024,0.216877394453366,0.238336840492725,0.19912,0.00691625166090984,0.00138325033218197,0.185933333333333,0.212366666666667,0.0422533333333333,0.00501043355853009,0.00100208671170602,0.0349666666666667,0.0503666666666667
"II","MR-PCA","Int-Euclidean",20,0.905270797595842,0.00276911572366125,0.000553823144732249,0.901149049707603,0.910104987004548,0.106396306042885,0.00479925664213545,0.00095985132842709,0.0981323911630928,0.113373375568551,0.912081510944677,0.00286530657310136,0.000573061314620273,0.9068930171926,0.917503706148665,0.122524765381082,0.0054016603075711,0.00108033206151422,0.112752222027106,0.131817207358597,0.3733975,0.00695181705863055,0.00139036341172611,0.3621125,0.3880375,0.118,0.00613437314272344,0.00122687462854469,0.1085625,0.1290125
"III","MR-PCA","Int-Euclidean",20,0.548215693215339,0.0154085451838553,0.00308170903677106,0.528899557522124,0.582051622418879,0.00409581120943953,0.0304476659655415,0.0060895331931083,-0.0458778761061947,0.0570259587020649,0.526373653642706,0.0291102488676296,0.00582204977352592,0.48696071194929,0.581748479428796,0.00123477069806881,0.0535422682808192,0.0107084536561638,-0.08469248087029,0.0877205017050185,0.11153,0.00662905536256864,0.00132581107251373,0.09885,0.1255,0.00151,0.0057065751550295,0.0011413150310059,-0.0086,0.0101
"IV","MR-PCA","Int-Euclidean",20,0.90722218008658,0.0180569142388278,0.00361138284776557,0.87537540507112,0.938174434137291,0.0637641820655535,0.0162239630259457,0.00324479260518913,0.0390631193568336,0.0943981620284478,0.893640098968474,0.0160462913987095,0.0032092582797419,0.866469820011456,0.922712631906752,0.0838814429820885,0.0173639305816273,0.00347278611632546,0.055327331287676,0.116636884084558,0.418640133333333,0.0360667676174394,0.00721335352348788,0.3608,0.478189333333333,0.0812638666666667,0.0108477062637769,0.00216954125275539,0.0564753333333333,0.096636
"I","SPCA","Int-Euclidean",20,0.933506493506493,0.00552038910758492,0.00110407782151698,0.922942918985776,0.943988868274582,0.0414506864564007,0.00376865286973885,0.000753730573947769,0.0344641929499072,0.0488380952380953,0.919994291085299,0.00481639189517004,0.000963278379034008,0.910492447814169,0.928680231417146,0.058088993799987,0.00512286191975412,0.00102457238395082,0.0489123276139047,0.066378568080417,0.465246666666667,0.0142490350550484,0.00284980701100969,0.440466666666667,0.492466666666667,0.08952,0.00763888686868658,0.00152777737373732,0.0756,0.101
"II","SPCA","Int-Euclidean",20,0.905248513645224,0.00255184196047745,0.00051036839209549,0.900978874269005,0.910042568226121,0.105957469135802,0.00443827242404821,0.000887654484809642,0.0984220760233919,0.112820890188434,0.912332064255179,0.00275427148028264,0.000550854296056529,0.907449242939083,0.917529814297305,0.121556528912591,0.00524395046187228,0.00104879009237446,0.1121090594823,0.130393248981427,0.3718175,0.00683837117393462,0.00136767423478692,0.361475,0.3863375,0.114995,0.00683177510180675,0.00136635502036135,0.1046125,0.12635
"III","SPCA","Int-Euclidean",20,0.992624041297935,0.00410783635879969,0.000821567271759938,0.984330678466077,0.997736578171091,0.00188985250737463,0.0019698240037367,0.000393964800747339,-0.000853982300884982,0.00585073746312683,0.988351496237877,0.00545017334838473,0.00109003466967695,0.97760139707193,0.994171023688735,0.000998272076279308,0.00163099897861686,0.000326199795723371,-0.0011788815873906,0.00469298444053956,0.83479,0.0527960738754944,0.0105592147750989,0.726,0.9054,0.02599,0.0519809400165099,0.010396188003302,-0.0715,0.12265
"IV","SPCA","Int-Euclidean",20,0.927166587012987,0.0148978406575434,0.00297956813150868,0.898648432900433,0.953741062461348,0.0347101941867656,0.0124205034101951,0.00248410068203902,0.0173088855905999,0.0645181150278293,0.913431828004441,0.014999645151979,0.00299992903039579,0.885648401891997,0.941425796005462,0.0523962572524222,0.0166478810306687,0.00332957620613373,0.0261938251612702,0.0891756199793283,0.466257733333333,0.0344623402442596,0.00689246804885191,0.408566666666667,0.531266666666667,0.0620753333333333,0.0088509980081763,0.00177019960163526,0.0452746666666667,0.0734286666666667
"I","V-PCA","Int-Euclidean",20,0.93348035868893,0.00548855217024658,0.00109771043404932,0.92268781694496,0.943763265306122,0.0415490166975881,0.00374425849377478,0.000748851698754957,0.0346674087816946,0.0492486085343228,0.919901945897408,0.00483213909344708,0.000966427818689417,0.910359965025963,0.928625144007352,0.0582899210638103,0.0052593150045527,0.00105186300091054,0.0488849912060409,0.0662674902850074,0.465226666666667,0.0143435751522468,0.00286871503044935,0.439533333333333,0.4923,0.08922,0.00767326406957827,0.00153465281391565,0.0761333333333333,0.101333333333333
"II","V-PCA","Int-Euclidean",20,0.908189392462638,0.00330468147645583,0.000660936295291165,0.902494720597791,0.91374003411306,0.10322477582846,0.00455479993952741,0.000910959987905483,0.0964173164392462,0.110452729044835,0.914029322605105,0.00359632693567872,0.000719265387135745,0.907529956187524,0.920081870009254,0.120006598731909,0.00614389806496892,0.00122877961299378,0.10976529063413,0.131004424098714,0.3800575,0.0102818344565387,0.00205636689130774,0.3650875,0.4009,0.1178225,0.0072497683152636,0.00144995366305272,0.105575,0.1301875
"III","V-PCA","Int-Euclidean",20,0.992270678466077,0.00401217985811927,0.000802435971623853,0.984804129793511,0.997814896755162,0.00227539823008851,0.00254633379350531,0.000509266758701062,-0.000852802359882053,0.0080336283185841,0.988307221915015,0.00511390831470434,0.00102278166294087,0.978139518556539,0.994008435688822,0.000906847446847186,0.00126025822885003,0.000252051645770006,-0.00120470881673849,0.00345371749091762,0.82977,0.0505308239262598,0.010106164785252,0.732,0.91175,0.02295,0.0487237643079158,0.00974475286158317,-0.07225,0.1137
"IV","V-PCA","Int-Euclidean",20,0.927075287322202,0.015005799361116,0.00300115987222319,0.898287299938157,0.953768457637601,0.0348218008658009,0.012612827323115,0.002522565464623,0.0172670080395794,0.0650421471861471,0.913363523932384,0.0150368426032248,0.00300736852064496,0.885707104123381,0.941504904511164,0.0524927082360433,0.0166934361611101,0.00333868723222202,0.0261187908770625,0.0890341633135562,0.466008133333333,0.0348472652505824,0.00696945305011649,0.406933333333333,0.531666666666667,0.0620485333333333,0.00902798889052304,0.00180559777810461,0.043918,0.0730313333333333
"I","C-PCA","Wasserstein",20,0.923222906617192,0.00363572074899213,0.000727144149798425,0.915463945578231,0.93121706864564,0.0442483116883117,0.00238038602333779,0.000476077204667558,0.0406787878787878,0.0489325912183055,0.911637536038575,0.00366275976187082,0.000732551952374165,0.903683960355647,0.918014140120035,0.0646463416928959,0.00384292479598554,0.000768584959197108,0.0584192470494118,0.0723427159962018,0.439586666666667,0.0127953188778235,0.00255906377556471,0.416433333333333,0.466666666666667,0.0955,0.00962045948698606,0.00192409189739721,0.0776333333333333,0.111166666666667
"II","C-PCA","Wasserstein",20,0.907797436647173,0.00337620186062473,0.000675240372124946,0.901890107212476,0.913433910006498,0.102714132553606,0.00454973680067293,0.000909947360134585,0.0958517706302794,0.110045890188434,0.913739091893323,0.00365213040823657,0.000730426081647313,0.907153450370474,0.919956449979742,0.119394871663231,0.00617107692046457,0.00123421538409291,0.108833460567684,0.130304246416652,0.378955,0.0100877742889186,0.00201755485778371,0.36455,0.3989625,0.110055,0.00737381522969397,0.00147476304593879,0.0983625,0.122425
"III","C-PCA","Wasserstein",20,0.793291120943953,0.0145725091135306,0.00291450182270613,0.772350737463126,0.821460619469027,0.0832405309734513,0.013249248915321,0.00264984978306419,0.0556516224188791,0.104038643067847,0.794117977252672,0.0113658822524124,0.00227317645048247,0.779107217305753,0.816908550880083,0.120161757377292,0.0137847797263215,0.00275695594526431,0.0931868314421391,0.138244436853589,0.33336,0.0174785702123105,0.00349571404246209,0.3084,0.3646,0.0527,0.0102971476633095,0.0020594295326619,0.03555,0.0713
"IV","C-PCA","Wasserstein",20,0.911272709214595,0.0178412312829938,0.00356824625659876,0.879290467532467,0.942232235003092,0.0589763082251082,0.0149461105447373,0.00298922210894746,0.036070693877551,0.0882075769944341,0.901773962373643,0.0154410169316814,0.00308820338633628,0.877295629438877,0.930376493711677,0.0736293022856246,0.015712849788078,0.00314256995761559,0.0467440305121073,0.101946894361692,0.43173,0.0375429790743593,0.00750859581487186,0.371666666666667,0.499133333333333,0.0787486666666667,0.0111493867544363,0.00222987735088726,0.054058,0.0945286666666667
"I","IMDS","Wasserstein",20,0.562538577612863,0.0143919775757546,0.00287839551515093,0.533515955473098,0.590435003092146,-0.0550653308596166,0.0136406228158013,0.00272812456316026,-0.0771364254792825,-0.0260371057513915,0.562383984384664,0.0130821488026842,0.00261642976053684,0.538485767607439,0.586783459240427,-0.0808758662903193,0.0156844878803216,0.00313689757606432,-0.100673808480633,-0.0389083232196511,0.0897933333333333,0.00666723608679315,0.00133344721735863,0.0768,0.0994333333333332,-0.00378666666666667,0.00467670547223941,0.000935341094447883,-0.0116666666666667,0.00673333333333333
"II","IMDS","Wasserstein",20,0.599319020467836,0.0202061876766861,0.00404123753533722,0.565486541585445,0.628790180311891,-0.022318216374269,0.0184556880831413,0.00369113761662825,-0.0529355588044184,0.00429416829109809,0.611974191717623,0.0215665993911719,0.00431331987823437,0.574115414663604,0.643254178177303,-0.0411487923593966,0.0199174406511479,0.00398348813022957,-0.0745449219598839,-0.00804752203274864,0.081355,0.0111542616108523,0.00223085232217046,0.0606375,0.097875,-0.0024625,0.00258034941916788,0.000516069883833575,-0.0065875,0.0017875
"III","IMDS","Wasserstein",20,0.52009383480826,0.00657822784182679,0.00131564556836536,0.509093657817109,0.530812831858407,-0.00214058997050146,0.00860380428811602,0.0017207608576232,-0.015265191740413,0.0134044247787612,0.501661423770449,0.00685417480928429,0.00137083496185686,0.491905044237043,0.512098778200772,-0.00277244594575964,0.0111064228331133,0.00222128456662266,-0.0247828499054341,0.0153540515054733,0.10075,0.00560366323637196,0.00112073264727439,0.09285,0.1137,-0.00036,0.00430665666923504,0.000861331333847008,-0.0085,0.00655
"IV","IMDS","Wasserstein",20,0.550285028324057,0.0119876565782731,0.00239753131565463,0.532438374768089,0.575557990105133,-0.0290716452690167,0.0115743530699189,0.00231487061398378,-0.0563852269635127,-0.0101978280766852,0.546267596605374,0.0122291953464159,0.00244583906928318,0.528019566419108,0.570976131088308,-0.0475983406361668,0.0166546954854111,0.00333093909708222,-0.0872522475763806,-0.0275862304492422,0.0990945333333334,0.00705986943012204,0.00141197388602441,0.0887933333333333,0.113802666666667,-0.0036756,0.00445531629171929,0.000891063258343857,-0.0109386666666667,0.00434266666666666
"I","Int-UMAP","Wasserstein",20,0.848498874458874,0.00870091724397058,0.00174018344879412,0.835551948051948,0.861357452071738,-0.00092314162028446,0.00670132645835904,0.00134026529167181,-0.014669758812616,0.0110324056895486,0.853145649095128,0.00773021221585142,0.00154604244317028,0.840057866215576,0.866110649044051,0.015727233481416,0.00782331851779509,0.00156466370355902,4.3667307213752e-05,0.0296697198741442,0.325893333333333,0.0174351231288603,0.00348702462577206,0.2952,0.3536,0.02068,0.00794336433994042,0.00158867286798808,0.0053,0.0325333333333333
