"scenario","Method","Metric","K","Q_TC.mean","Q_TC.sd","Q_TC.mcse","Q_TC.q025","Q_TC.q975","B_TC.mean","B_TC.sd","B_TC.mcse","B_TC.q025","B_TC.q975","Q_RE.mean","Q_RE.sd","Q_RE.mcse","Q_RE.q025","Q_RE.q975","B_RE.mean","B_RE.sd","B_RE.mcse","B_RE.q025","B_RE.q975","Q_LC.mean","Q_LC.sd","Q_LC.mcse","Q_LC.q025","Q_LC.q975","B_LC.mean","B_LC.sd","B_LC.mcse","B_LC.q025","B_LC.q975"
"II","C-PCA","Hausdorff",20,0.907014970760234,0.00334817728233926,0.000669635456467853,0.901248984730345,0.912664465562053,0.10274828460039,0.00446266508382371,0.000892533016764743,0.0958542722547109,0.109885461338532,0.913110649237887,0.00357102327414653,0.000714204654829306,0.906661603530004,0.919344130370081,0.119512539657092,0.00603309519085352,0.0012066190381707,0.108976713737304,0.130121664672088,0.37725,0.00997609447316433,0.00199521889463287,0.3632625,0.3976625,0.1057025,0.00771221636431448,0.0015424432728629,0.092675,0.11875
"III","C-PCA","Hausdorff",20,0.792198643067847,0.0147060990877876,0.00294121981755752,0.772164601769911,0.821809439528024,0.0803571681415929,0.0139907494530121,0.00279814989060243,0.0536548672566372,0.101394690265487,0.794080755250525,0.0114445406223902,0.00228890812447804,0.778940782522708,0.817645200683982,0.114439488698441,0.0139153487341159,0.00278306974682319,0.0901030066569668,0.134607546771397,0.33186,0.0176812164928397,0.00353624329856794,0.30465,0.3619,0.04844,0.0105414064526514,0.00210828129053027,0.0327,0.06815
"IV","C-PCA","Hausdorff",20,0.921838736920223,0.0157507293071801,0.00315014586143601,0.895219528756957,0.949569970315399,0.0513023178726036,0.0129488163873903,0.00258976327747807,0.0302940977118119,0.0765989387755102,0.913707495415025,0.0138066915154071,0.00276133830308141,0.890719058690974,0.939404341288643,0.0648864223289825,0.0143473780514113,0.00286947561028226,0.0408649849222887,0.0916010568267765,0.4640964,0.0367063883823248,0.00734127767646496,0.408566666666667,0.5331,0.0809517333333333,0.0130806671069545,0.0026161334213909,0.0589713333333333,0.100969333333333
"I","IMDS","Hausdorff",20,0.577723896103896,0.0167999481804055,0.0033599896360811,0.546447433518862,0.610759183673469,-0.0620683982683983,0.0145032509672717,0.00290065019345433,-0.0859936920222634,-0.0329073593073593,0.577557534859405,0.0142791448625778,0.00285582897251555,0.553527672905545,0.605707763926118,-0.0966024865280202,0.0148431104803837,0.00296862209607673,-0.117188881484334,-0.0640176146710393,0.0987666666666667,0.00739525623726553,0.00147905124745311,0.0868666666666667,0.110233333333333,-0.00759333333333334,0.00385353373181322,0.000770706746362643,-0.0141666666666667,-0.0016
"II","IMDS","Hausdorff",20,0.600365570175439,0.0190939958502932,0.00381879917005863,0.569580344379467,0.630026112735542,-0.00656763807667316,0.0131364604788054,0.00262729209576108,-0.0297488953866147,0.0117917641325535,0.613789385704049,0.0212879058861893,0.00425758117723786,0.576702571431176,0.643769182451095,-0.0259201414281281,0.0152379435849036,0.00304758871698072,-0.0501519221897664,-0.00143367455823878,0.0793425,0.010055333887213,0.00201106677744259,0.0602125,0.0936875,-0.002365,0.0023939539730329,0.00047879079460658,-0.0059625,0.00194999999999999
"III","IMDS","Hausdorff",20,0.520840884955752,0.00586803851860202,0.0011736077037204,0.512292477876106,0.531693362831858,-0.00220566371681414,0.00878119439308694,0.00175623887861739,-0.0192946902654867,0.0124705014749262,0.502264023050893,0.00636542159105694,0.00127308431821139,0.492198841276333,0.513059620984906,-0.0023360227201073,0.0115169592482219,0.00230339184964438,-0.0212374091447764,0.0163767413937519,0.10084,0.00517349011789913,0.00103469802357983,0.09275,0.1104,7.99999999999997e-05,0.00497374355993551,0.000994748711987103,-0.00999999999999999,0.00785
"IV","IMDS","Hausdorff",20,0.553308543722944,0.0125133600824602,0.00250267201649204,0.533277188620903,0.57783031292517,-0.0268483255411255,0.0110237008993153,0.00220474017986305,-0.0488590426716141,-0.00792915769944337,0.548926153057371,0.0124676435481485,0.0024935287096297,0.530874247255287,0.574350998499262,-0.0442020416609768,0.0145393488330293,0.00290786976660586,-0.0763936748457041,-0.0252800687820192,0.0984827999999999,0.00796121906261608,0.00159224381252322,0.0879773333333333,0.113641333333333,-0.00387253333333334,0.00406928721122108,0.000813857442244216,-0.0122766666666667,0.00342399999999999
"I","Int-UMAP","Hausdorff",20,0.907227433518862,0.00669188073333971,0.00133837614666794,0.895341805813235,0.918438713667285,-0.00967163883735313,0.00733882486134901,0.0014677649722698,-0.0228225108225108,0.00267755102040814,0.896643116823832,0.00627524286759371,0.00125504857351874,0.884543609578858,0.906337971851339,-0.000790999539424456,0.00749154264555319,0.00149830852911064,-0.0169779511679014,0.0111075500646046,0.3708,0.0168570377653437,0.00337140755306875,0.345133333333333,0.402066666666667,0.0160333333333333,0.00798682363971133,0.00159736472794227,0.000100000000000009,0.0256
"II","Int-UMAP","Hausdorff",20,0.793414113060429,0.0696320337313752,0.013926406746275,0.688889205653021,0.880181578947368,0.0341800064977258,0.01910510142552,0.003821020285104,0.00563156270305396,0.0715101039636127,0.87551237190806,0.0443973129790382,0.00887946259580763,0.808870634541911,0.93133292653704,0.0201748036176259,0.0119385306068446,0.00238770612136892,0.00207886334469151,0.0429594079405167,0.4234375,0.0678261411011025,0.0135652282202205,0.3218375,0.5126,-0.026275,0.0105602345943402,0.00211204691886804,-0.0464,-0.010325
"III","Int-UMAP","Hausdorff",20,0.8518498820059,0.0162703284935537,0.00325406569871074,0.823524336283186,0.875044395280236,0.00981339233038349,0.0114372295840081,0.00228744591680162,-0.0084103244837758,0.0276362831858407,0.88357590473624,0.0154430422721237,0.00308860845442475,0.854432940200653,0.905109061131206,0.022193527964399,0.0129663837092664,0.00259327674185327,-0.00216292945469326,0.0432388179483901,0.48367,0.0308568367627014,0.00617136735254028,0.42585,0.53485,0.01787,0.0139927659881812,0.00279855319763624,-0.0053,0.03935
"IV","Int-UMAP","Hausdorff",20,0.778736803710575,0.034213402761316,0.00684268055226321,0.724930070500928,0.831722325293754,0.0327356769325912,0.0283976720067549,0.00567953440135099,-0.010663064935065,0.0852815262832406,0.812422058576571,0.0255160820169623,0.00510321640339246,0.76664354829678,0.851333162376678,0.0266674997900113,0.0238216200696652,0.00476432401393303,-0.00725528052855923,0.0795240262510184,0.333493333333333,0.0297516915174272,0.00595033830348544,0.268833333333333,0.3812,0.00209213333333333,0.0119964803048104,0.00239929606096208,-0.016116,0.0241513333333333
"I","MR-PCA","Hausdorff",20,0.722077847866419,0.0104654049297019,0.00209308098594037,0.706256462585034,0.741448979591837,0.17447218305504,0.00794206924608457,0.00158841384921691,0.161673964131107,0.188222758194187,0.74282500783236,0.0137262634671139,0.00274525269342278,0.725066213725547,0.771877043017956,0.203969372092576,0.0184144871898997,0.00368289743797994,0.169807792211913,0.230656860830032,0.193166666666667,0.0103473247571355,0.0020694649514271,0.179466666666667,0.212666666666667,0.04664,0.00621837926961204,0.00124367585392241,0.0337333333333333,0.0569333333333333
"II","MR-PCA","Hausdorff",20,0.904228242365172,0.0027115570780689,0.00054231141561378,0.900114010721247,0.909097392787524,0.105964970760234,0.00453389320983268,0.000906778641966536,0.098341682910981,0.112595825211176,0.910957906250316,0.0029641233052995,0.000592824661059901,0.905654827933173,0.916434060427282,0.122492724006236,0.00552361209863986,0.00110472241972797,0.112532658841607,0.132054791778356,0.3696975,0.00659077934662005,0.00131815586932401,0.35955,0.3836,0.10722,0.00599185971235142,0.00119837194247028,0.097525,0.1173875
"III","MR-PCA","Hausdorff",20,0.567116548672566,0.00880139820725383,0.00176027964145077,0.553893362831859,0.585724631268436,0.00689374631268439,0.00848199287085488,0.00169639857417098,-0.00568761061946898,0.0222032448377581,0.558526843316674,0.0120875825926809,0.00241751651853619,0.539651868539764,0.581854005603382,0.00921305438658116,0.0139985076512959,0.00279970153025919,-0.00947013958580527,0.0341731763879833,0.1231,0.00807420016678639,0.00161484003335728,0.10985,0.1398,0.00218,0.00417552391922259,0.000835104783844519,-0.0047,0.00965
"IV","MR-PCA","Hausdorff",20,0.911112066790353,0.0179450978882565,0.0035890195776513,0.87952500803958,0.944671952999381,0.0577699047619048,0.0145491708385316,0.00290983416770631,0.0318398763141621,0.082541820655535,0.902794780893959,0.01545713495604,0.00309142699120799,0.879863372186724,0.934896065056166,0.0702993969166065,0.014908269051811,0.0029816538103622,0.0407602704829286,0.0949661682628909,0.435520666666667,0.0376965408325583,0.00753930816651167,0.382366666666667,0.5118,0.0749121333333333,0.0113867624930914,0.00227735249861829,0.0545146666666667,0.09082
"I","SPCA","Hausdorff",20,0.954941038961039,0.0021600362473029,0.000432007249460579,0.950715337043908,0.959380210265925,0.022761830550402,0.00156601670108852,0.000313203340217704,0.0199978973407545,0.0263034013605442,0.936731425893446,0.0023396944853833,0.000467938897076659,0.932239259674605,0.940413211465494,0.0365502657584726,0.00215194256018724,0.000430388512037448,0.0326211412680873,0.0405024340476804,0.493693333333333,0.011909154586408,0.00238183091728159,0.473866666666667,0.517033333333333,0.0879666666666667,0.0113793998409732,0.00227587996819464,0.0689333333333333,0.107933333333333
"II","SPCA","Hausdorff",20,0.904333125406108,0.002503458189449,0.000500691637889801,0.900337394411956,0.90901948505523,0.105232469135802,0.00423150487649741,0.000846300975299481,0.0982924788823912,0.111912800519818,0.911427858290491,0.00277321105171684,0.000554642210343367,0.906549078196035,0.916852443812689,0.121244858944278,0.00522007943370655,0.00104401588674131,0.111312694888258,0.130039869161239,0.3699525,0.00649650046018367,0.00129930009203673,0.3601875,0.3841125,0.1050925,0.00673626882690509,0.00134725376538102,0.093925,0.1157875
"III","SPCA","Hausdorff",20,0.792198643067847,0.0147060990877876,0.00294121981755752,0.772164601769911,0.821809439528024,0.0803571681415929,0.0139907494530121,0.00279814989060243,0.0536548672566372,0.101394690265487,0.794080755250525,0.0114445406223902,0.00228890812447804,0.778940782522708,0.817645200683982,0.114439488698441,0.0139153487341159,0.00278306974682319,0.0901030066569668,0.134607546771397,0.33186,0.0176812164928397,0.00353624329856794,0.30465,0.3619,0.04844,0.0105414064526514,0.00210828129053027,0.0327,0.06815
"IV","SPCA","Hausdorff",20,0.921838729251701,0.0157507513779199,0.00315015027558398,0.895219429808287,0.949570016079159,0.0513022896722325,0.012948796072893,0.00258975921457859,0.0302939715522572,0.0765987235621522,0.913707396840294,0.0138067149216638,0.00276134298433276,0.890718986250376,0.939404836841654,0.0648865291231971,0.0143475238674391,0.00286950477348782,0.0408648695668421,0.0916015121008375,0.464097466666667,0.0367046322548389,0.00734092645096777,0.408566666666667,0.5331,0.0809572,0.0131029953346836,0.00262059906693673,0.0589333333333333,0.10105
"I","V-PCA","Hausdorff",20,0.954930414347557,0.00214177189047394,0.000428354378094789,0.950669140383426,0.959208658008658,0.0228075200989487,0.00144356075843468,0.000288712151686936,0.0203048855905999,0.0261570810142239,0.936656576801438,0.00236255372291148,0.000472510744582296,0.931849928744073,0.94026467545913,0.0367438712994349,0.00211681389634358,0.000423362779268715,0.0328775624195412,0.0409897236501313,0.493333333333333,0.0117308749002761,0.00234617498005521,0.474133333333333,0.5161,0.0884200000000001,0.0115093681649149,0.00230187363298298,0.0690333333333333,0.107766666666667
"II","V-PCA","Hausdorff",20,0.907026500974659,0.00334478140624837,0.000668956281249675,0.901262670565302,0.912650129954516,0.102732722547109,0.00445935209157698,0.000891870418315397,0.0958856725146199,0.109862313190384,0.913119894586601,0.00358760519873255,0.00071752103974651,0.906654787705943,0.91934349982224,0.119498654522587,0.00605832771153192,0.00121166554230638,0.108985794108149,0.130174712112272,0.37725,0.00997145992424547,0.00199429198484909,0.3632875,0.39765,0.1056925,0.00770771224975349,0.0015415424499507,0.092725,0.11875
"III","V-PCA","Hausdorff",20,0.792328053097345,0.0145548018497514,0.00291096036995027,0.771991887905605,0.821974778761062,0.0796007669616519,0.0134146130783612,0.00268292261567224,0.0573032448377581,0.101523008849558,0.793870123385851,0.0113029699729813,0.00226059399459627,0.777748477506677,0.814976251800917,0.114158936299573,0.0133896717997282,0.00267793435994564,0.091446880391201,0.136710516411936,0.33071,0.017445701476295,0.00348914029525899,0.30465,0.36135,0.04925,0.0101944633666188,0.00203889267332377,0.0334,0.0684
"IV","V-PCA","Hausdorff",20,0.921823783549784,0.0158120169872102,0.00316240339744204,0.894915794681509,0.949610425479283,0.0512811977736549,0.0130374913837605,0.0026074982767521,0.030173696969697,0.0770411057513914,0.913519074734343,0.0139332760545047,0.00278665521090093,0.890367057227971,0.939459173470424,0.0652023895191746,0.0145510371206626,0.00291020742413252,0.0407615449952813,0.0926059799971667,0.4640236,0.0369100145363569,0.00738200290727137,0.407233333333333,0.532466666666667,0.0808201333333333,0.0132936092791486,0.00265872185582973,0.0585106666666667,0.100188
"I","C-PCA","Ichino-Yaguchi",20,0.925295658627087,0.00440077563440386,0.000880155126880772,0.916285034013606,0.934306740878169,0.0420670871985158,0.00308732744602472,0.000617465489204945,0.0378236239950525,0.0474145949288807,0.914956103868725,0.00370812262960631,0.000741624525921263,0.907158181879484,0.921486730372343,0.0635292077042789,0.00407246577235211,0.000814493154470423,0.0570851133347093,0.0715594738446628,0.46452,0.0139401266002009,0.00278802532004018,0.439866666666667,0.4937,0.0981133333333333,0.00955850891052537,0.00191170178210507,0.0815333333333333,0.1154
"II","C-PCA","Ichino-Yaguchi",20,0.907796448992853,0.00337270866238717,0.000674541732477434,0.90189466374269,0.913417259584146,0.102728011695906,0.0045566603443489,0.000911332068869781,0.0958818226120857,0.110077306692657,0.91373531399992,0.00365326903991925,0.000730653807983849,0.907137011678348,0.919948346117189,0.119430091408273,0.00617888658001769,0.00123577731600354,0.108874065876019,0.130370068185241,0.378985,0.0100490055737288,0.00200980111474577,0.3646,0.398875,0.110285,0.00727326726215025,0.00145465345243005,0.0990375,0.12275
"III","C-PCA","Ichino-Yaguchi",20,0.792566430678466,0.0144770175679659,0.00289540351359318,0.77371401179941,0.821416076696166,0.0839209439528023,0.0147680058695125,0.0029536011739025,0.0559277286135694,0.106277286135693,0.792351067641448,0.011280323912113,0.0022560647824226,0.776626940670314,0.817534248357542,0.122050227009274,0.0141527037387391,0.00283054074774781,0.096163049187258,0.142546021730378,0.33295,0.0173811439976391,0.00347622879952783,0.30345,0.3628,0.05338,0.00881113169046217,0.00176222633809243,0.0411,0.06895
"IV","C-PCA","Ichino-Yaguchi",20,0.912431572047001,0.0174971548095997,0.00349943096191994,0.881194758194187,0.942562166975881,0.0565306538033395,0.0143975450413474,0.00287950900826949,0.0350739047619048,0.0844473098330241,0.902322819402549,0.015583388447335,0.003116677689467,0.877488504476503,0.930438594929364,0.0723169526177495,0.0161014558882324,0.00322029117764647,0.0454628958519762,0.10074383086958,0.434607733333333,0.0365083897983281,0.00730167795966563,0.376193333333333,0.499294666666667,0.0769933333333333,0.00945370239053932,0.00189074047810786,0.0560833333333333,0.091126
"I","IMDS","Ichino-Yaguchi",20,0.56838622139765,0.0152665534578297,0.00305331069156593,0.539855349412492,0.598664749536178,-0.0491168831168831,0.0127673220599532,0.00255346441199064,-0.0718196660482375,-0.0262539270253555,0.566799201994412,0.0137468645758503,0.00274937291517005,0.544517242339647,0.594911710225947,-0.0746405928629398,0.0142815713072142,0.00285631426144285,-0.0938906684169953,-0.0398032558572448,0.0950466666666667,0.005883419892344,0.0011766839784688,0.0832,0.106,-0.0054,0.00420867710367081,0.000841735420734163,-0.0127333333333333,0.00266666666666666
"II","IMDS","Ichino-Yaguchi",20,0.607997542235218,0.0209996828361077,0.00419993656722154,0.572552688434048,0.637672344054581,-0.00312135477582847,0.0166605596053639,0.00333211192107278,-0.0286558641975309,0.0216888564002599,0.620628606375597,0.0222944462817982,0.00445888925635964,0.581349394988669,0.651873210620185,-0.0198888833146458,0.0183643334674676,0.00367286669349352,-0.0515269439535242,0.00916748713190864,0.081985,0.0108194113267928,0.00216388226535857,0.0618125,0.097675,-0.0023925,0.002203255758531,0.0004406511517062,-0.0058,0.0009375
"III","IMDS","Ichino-Yaguchi",20,0.520066548672566,0.00618344642841956,0.00123668928568391,0.510552359882006,0.531151032448377,-0.00199823008849556,0.00840428914641775,0.00168085782928355,-0.0141227138643068,0.0146890855457228,0.501676289159571,0.0074616670370031,0.00149233340740062,0.491216921246068,0.513648564518885,-0.00294860688640923,0.00911411300124373,0.00182282260024875,-0.0196324625865509,0.014505732750716,0.10072,0.00477314536408296,0.000954629072816592,0.0944,0.10895,-6.99999999999996e-05,0.00440555993414382,0.000881111986828764,-0.0081,0.0065
"IV","IMDS","Ichino-Yaguchi",20,0.55299440593692,0.0124539042331033,0.00249078084662067,0.534071829313543,0.579337520098949,-0.0257880014842301,0.0111987400446809,0.00223974800893617,-0.0515351069882499,-0.00637392702535566,0.549186523171345,0.0120962282917235,0.00241924565834471,0.53120155168272,0.574426609460097,-0.0449562268397399,0.014992881366726,0.0029985762733452,-0.0783291177805385,-0.0254573940230389,0.0995905333333334,0.0069317746431707,0.00138635492863414,0.0892266666666667,0.113148,-0.0038104,0.0036671203406205,0.0007334240681241,-0.0101666666666667,0.00208333333333332
"I","Int-UMAP","Ichino-Yaguchi",20,0.863447520098949,0.00857122243495925,0.00171424448699185,0.85050061842919,0.876688744588744,0.0144965739022882,0.00609083499825868,0.00121816699965174,0.00246283240568956,0.0259068645640074,0.866279524628676,0.00798211507658641,0.00159642301531728,0.853258467475751,0.87905883135875,0.0292257274187469,0.00840891436455345,0.00168178287291069,0.0116006697243426,0.044433171631256,0.356473333333333,0.017754608165519,0.00355092163310379,0.3271,0.3829,0.0248466666666667,0.00871991122958554,0.00174398224591711,0.00993333333333333,0.0392333333333333
"II","Int-UMAP","Ichino-Yaguchi",20,0.794881944444444,0.0686798934190472,0.0137359786838094,0.690471068875893,0.880486119233268,0.0339829597141001,0.0186837140142541,0.00373674280285082,0.00482059779077324,0.070325227420403,0.877470358389558,0.0433767735550585,0.00867535471101171,0.811371556689551,0.932096846793111,0.0203606239250943,0.0115818628049566,0.00231637256099133,0.00110371476749811,0.042518024632152,0.426825,0.0676366912644929,0.0135273382528986,0.3253375,0.5152875,-0.02688,0.0111805134143443,0.00223610268286886,-0.048475,-0.00982499999999998
"III","Int-UMAP","Ichino-Yaguchi",20,0.856860678466077,0.0165665523624531,0.00331331047249062,0.828748672566372,0.879191445427729,0.0117402359882006,0.0131783083714432,0.00263566167428864,-0.0137766961651916,0.0312448377581121,0.889045549893768,0.0149577800771143,0.00299155601542286,0.861226749045612,0.909586432246301,0.0237164204744984,0.0137214087679838,0.00274428175359676,-0.00171124025326167,0.0473140993360284,0.49484,0.0320795625489709,0.00641591250979417,0.43025,0.55,0.01951,0.0133836576340949,0.00267673152681898,-0.00624999999999998,0.04405
"IV","Int-UMAP","Ichino-Yaguchi",20,0.783463467656153,0.0342250424766694,0.00684500849533387,0.723711829313544,0.835290343846629,0.0238668388373531,0.0311955826716669,0.00623911653433338,-0.0218920667903526,0.0782981818181819,0.818726871457634,0.0241188310415982,0.00482376620831963,0.772162709044457,0.85562787687044,0.0246415728596476,0.0254329881106843,0.00508659762213687,-0.00940738810126078,0.0790410621757112,0.3461164,0.0307466254083273,0.00614932508166547,0.276966666666667,0.395,0.0043008,0.0113805009197831,0.00227610018395663,-0.0150233333333333,0.024792
"I","MR-PCA","Ichino-Yaguchi",20,0.706856907854051,0.00505979617818748,0.0010119592356375,0.697430674087817,0.715924118738404,0.225740284477427,0.00559779601561872,0.00111955920312374,0.214634013605442,0.233474582560297,0.716167863383953,0.00638381380826274,0.00127676276165255,0.70555739370795,0.727888807545572,0.262561633927331,0.00977486569373574,0.00195497313874715,0.243449137226419,0.274848597925824,0.202133333333333,0.00774611611162734,0.00154922322232547,0.187866666666667,0.214633333333333,0.0431866666666667,0.00633540170903272,0.00126708034180654,0.0359666666666667,0.0568
"II","MR-PCA","Ichino-Yaguchi",20,0.904679762833008,0.00273162909044856,0.000546325818089712,0.900704093567251,0.909447985705003,0.105867128005198,0.00471086120521256,0.000942172241042511,0.0977237491877842,0.112712556855101,0.911376973096159,0.00279790096709735,0.00055958019341947,0.906249315113385,0.916707819682868,0.122282328719118,0.00523942859316973,0.00104788571863395,0.112674395050648,0.131573254151352,0.3713075,0.00676019003215392,0.00135203800643078,0.3602375,0.385525,0.1085575,0.00654993638645954,0.00130998727729191,0.0983625,0.1204125
"III","MR-PCA","Ichino-Yaguchi",20,0.524244041297935,0.00548020392422658,0.00109604078484532,0.515677581120944,0.534184660766962,0.00401233038348082,0.00799465665980569,0.00159893133196114,-0.00622920353982299,0.019333628318584,0.507586551665025,0.00629772346580472,0.00125954469316094,0.499375193769294,0.519122893890018,0.00415582751713506,0.0122619337465537,0.00245238674931074,-0.0148140297457,0.0274508211774446,0.10098,0.00597691740503971,0.00119538348100794,0.08905,0.11075,0.00175,0.00459845988710713,0.000919691977421426,-0.00645,0.0091
"IV","MR-PCA","Ichino-Yaguchi",20,0.908438034137291,0.0184914600242745,0.00369829200485491,0.87584987012987,0.940959051329622,0.0621005640074211,0.0158201312599434,0.00316402625198868,0.0367176672850958,0.0894914013605442,0.897883081693433,0.0160183002904249,0.00320366005808498,0.873518585405453,0.928860341594403,0.0778907857774016,0.0165613259023783,0.00331226518047566,0.0473420355375664,0.104762426394031,0.4242584,0.0379318852013175,0.0075863770402635,0.368933333333333,0.495066666666667,0.0803473333333333,0.0109592613886696,0.00219185227773393,0.0567653333333333,0.094602
"I","SPCA","Ichino-Yaguchi",20,0.925295658627087,0.00440077563440386,0.000880155126880772,0.916285034013606,0.934306740878169,0.0420670871985158,0.00308732744602472,0.000617465489204945,0.0378236239950525,0.0474145949288807,0.914956103868725,0.00370812262960631,0.000741624525921263,0.907158181879484,0.921486730372343,0.0635292077042789,0.00407246577235211,0.000814493154470423,0.0570851133347093,0.0715594738446628,0.46452,0.0139401266002009,0.00278802532004018,0.439866666666667,0.4937,0.0981133333333333,0.00955850891052537,0.00191170178210507,0.0815333333333333,0.1154
"II","SPCA","Ichino-Yaguchi",20,0.904947116634178,0.00255896242173679,0.000511792484347359,0.900751234567901,0.909734608512021,0.105400107212476,0.00441903558179763,0.000883807116359526,0.0979917316439247,0.112331448992852,0.911908361476801,0.00270847410896341,0.000541694821792682,0.907101687808414,0.917159979724601,0.121340606427115,0.00510712164325858,0.00102142432865172,0.111751804423676,0.129912319387331,0.371435,0.00661906377128467,0.00132381275425693,0.3616875,0.3856375,0.1089625,0.0068926383585436,0.00137852767170872,0.097875,0.1213125
"III","SPCA","Ichino-Yaguchi",20,0.792566430678466,0.0144770175679659,0.00289540351359318,0.77371401179941,0.821416076696166,0.0839209439528023,0.0147680058695125,0.0029536011739025,0.0559277286135694,0.106277286135693,0.792351067641448,0.011280323912113,0.0022560647824226,0.776626940670314,0.817534248357542,0.122050227009274,0.0141527037387391,0.00283054074774781,0.096163049187258,0.142546021730378,0.33295,0.0173811439976391,0.00347622879952783,0.30345,0.3628,0.05338,0.00881113169046217,0.00176222633809243,0.0411,0.06895
"IV","SPCA","Ichino-Yaguchi",20,0.912430070995671,0.0174980024286732,0.00349960048573465,0.881187632653061,0.942561466914038,0.0565332472479901,0.0143990302900237,0.00287980605800473,0.0350751614100186,0.0844573209647495,0.902322846130315,0.0155824473006998,0.00311648946013996,0.877487794783623,0.930438453006349,0.0723160464077576,0.0160993937075393,0.00321987874150786,0.0454639640208623,0.100740219768447,0.434604666666667,0.0365094312143122,0.00730188624286244,0.376194,0.499292,0.0769957333333333,0.00944922731114972,0.00188984546222994,0.056072,0.0910326666666667
"I","V-PCA","Ichino-Yaguchi",20,0.925276264687693,0.00439273151034741,0.000878546302069482,0.916113358070501,0.934180952380952,0.04229902288188,0.00290578675093254,0.000581157350186508,0.0386049474335189,0.047561038961039,0.914866638090055,0.00370509210405227,0.000741018420810455,0.907090055545843,0.921454690171214,0.0637823889390824,0.00380894886572307,0.000761789773144613,0.0580288210998043,0.0715804987030324,0.46426,0.0142112110151992,0.00284224220303984,0.438966666666667,0.493166666666667,0.09806,0.00919136571482737,0.00183827314296547,0.0821666666666667,0.112866666666667
"II","V-PCA","Ichino-Yaguchi",20,0.907797478882391,0.00337244010963363,0.000674488021926726,0.901880255035737,0.913413888888889,0.102734165042235,0.00454848745755266,0.000909697491510531,0.0959044834307992,0.110081627680311,0.91373234864976,0.00366023012184325,0.000732046024368649,0.907120728436712,0.919956917206848,0.119440388242724,0.00618941450120209,0.00123788290024042,0.108912874638017,0.130403256461414,0.378985,0.0100730289118186,0.00201460578236372,0.3645625,0.398825,0.1102675,0.00724513845623395,0.00144902769124679,0.098875,0.122375
"III","V-PCA","Ichino-Yaguchi",20,0.792322271386431,0.0138968765769431,0.00277937531538862,0.772724188790561,0.819787315634218,0.084062005899705,0.0136377102975528,0.00272754205951056,0.0618808259587021,0.106925073746313,0.792188482892786,0.010969328448371,0.0021938656896742,0.775540626093835,0.812294228271078,0.12186801892411,0.012689758622955,0.00253795172459101,0.105437509268771,0.142511177357565,0.33148,0.0166961073307523,0.00333922146615046,0.30765,0.3603,0.05264,0.00846133362222922,0.00169226672444584,0.0393,0.0673
"IV","V-PCA","Ichino-Yaguchi",20,0.912412552380952,0.0175229485079863,0.00350458970159727,0.881245786023501,0.942529977736549,0.0565040687693259,0.0144325875814876,0.00288651751629752,0.035112843537415,0.0848658379715522,0.90226389083684,0.0157283604330321,0.00314567208660642,0.877026844446124,0.930524233916177,0.0723643852952469,0.0163733875552727,0.00327467751105454,0.0453038995428659,0.101329024930847,0.4345244,0.0367306812755082,0.00734613625510163,0.374504666666667,0.499016,0.0766477333333333,0.0100006328373833,0.00200012656747665,0.0539766666666667,0.0903946666666667
"I","C-PCA","Int-Euclidean",20,0.933506493506493,0.00552038910758492,0.00110407782151698,0.922942918985776,0.943988868274582,0.0414506864564007,0.00376865286973885,0.000753730573947769,0.0344641929499072,0.0488380952380953,0.919994291085299,0.00481639189517004,0.000963278379034008,0.910492447814169,0.928680231417146,0.058088993799987,0.00512286191975412,0.00102457238395082,0.0489123276139047,0.066378568080417,0.465246666666667,0.0142490350550484,0.00284980701100969,0.440466666666667,0.492466666666667,0.08952,0.00763888686868658,0.00152777737373732,0.0756,0.101
"II","C-PCA","Int-Euclidean",20,0.908189095191683,0.00330482370737157,0.000660964741474315,0.90248885640026,0.913787946718649,0.103217202729045,0.00455755334381544,0.000911510668763087,0.0964022092267706,0.110452452891488,0.914032284247664,0.00359374119078297,0.000718748238156594,0.907538743900463,0.92010735437871,0.119996089247382,0.00614979957654953,0.00122995991530991,0.109746381004086,0.130985167742052,0.3800275,0.010277387825748,0.0020554775651496,0.3650125,0.40085,0.1177525,0.00730901537343893,0.00146180307468779,0.1053625,0.1304125
"III","C-PCA","Int-Euclidean",20,0.992624041297935,0.00410783635879969,0.000821567271759938,0.984330678466077,0.997736578171091,0.00188985250737463,0.0019698240037367,0.000393964800747339,-0.000853982300884982,0.00585073746312683,0.988351496237877,0.00545017334838473,0.00109003466967695,0.97760139707193,0.994171023688735,0.000998272076279308,0.00163099897861686,0.000326199795723371,-0.0011788815873906,0.00469298444053956,0.83479,0.0527960738754944,0.0105592147750989,0.726,0.9054,0.02599,0.0519809400165099,0.010396188003302,-0.0715,0.12265
"IV","C-PCA","Int-Euclidean",20,0.927166583549784,0.0148978316757699,0.00297956633515398,0.898648500927643,0.953741034013605,0.0347102357452072,0.0124205159041997,0.00248410318083993,0.0173089325912183,0.0645181768707483,0.913431878179632,0.0149996683995362,0.00299993367990724,0.885648546331102,0.94142573635435,0.0523962972216249,0.0166478411875538,0.00332956823751077,0.0261933552245433,0.0891755813305558,0.466257333333333,0.0344625726265036,0.00689251452530072,0.408566666666667,0.531266666666667,0.0620885333333333,0.00885725581823342,0.00177145116364668,0.045296,0.0734786666666667
