"Method","Metric","Q_TC","B_TC","Q_RE","B_RE","Q_LC","B_LC","tie_affected","tie_spread","rep","dr_input","eval_geom"
"Int-UMAP","Centers-Euclidean",0.755542383683875,0.0294098151688974,0.845559672585004,0.0162152528813342,0.433125,-0.036125,FALSE,0,6,"raw","std"
"C-PCA","Int-Euclidean",0.919220124282983,0.120274219247929,0.921542640581421,0.12570723940386,0.375,0.09375,FALSE,0,7,"raw","std"
"C-PCA","Hausdorff",0.918355959209688,0.120218610579987,0.920879250691897,0.125249506933132,0.37275,0.07925,FALSE,0,7,"raw","std"
"C-PCA","Ichino-Yaguchi",0.918870458891013,0.120073295092415,0.922131737990553,0.123630121118479,0.373375,0.08125,FALSE,0,7,"raw","std"
"C-PCA","Wasserstein",0.918886392606756,0.120054811982154,0.922239469859928,0.123403061074783,0.373125,0.0805,FALSE,0,7,"raw","std"
"C-PCA","Centers-Euclidean",0.918861057998725,0.120093690248566,0.922205162667285,0.123466650110265,0.373375,0.0815,FALSE,0,7,"raw","std"
"V-PCA","Int-Euclidean",0.919188814531549,0.120352772466539,0.921601969286297,0.125604984432206,0.374875,0.0935,FALSE,0,7,"raw","std"
"V-PCA","Hausdorff",0.918320347355003,0.120294295729764,0.920935042289195,0.125141141190706,0.37275,0.079375,FALSE,0,7,"raw","std"
"V-PCA","Ichino-Yaguchi",0.91886759082218,0.120082855321861,0.922166388828754,0.123567067543124,0.37325,0.081375,FALSE,0,7,"raw","std"
"V-PCA","Wasserstein",0.918891252390057,0.120050828553219,0.922273985287066,0.123339226166928,0.373125,0.0805,FALSE,0,7,"raw","std"
"V-PCA","Centers-Euclidean",0.918861217335883,0.12009592096877,0.92225373461581,0.1233756766928,0.37325,0.081625,FALSE,0,7,"raw","std"
"MR-PCA","Int-Euclidean",0.911111297004461,0.13317574888464,0.914593863622677,0.137272831414207,0.354125,0.11025,FALSE,0,7,"raw","std"
"MR-PCA","Hausdorff",0.910263782664117,0.133107552581262,0.912472351299886,0.139618977363706,0.348625,0.099625,FALSE,0,7,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.910420889101338,0.133019598470363,0.913877694338973,0.137154616489425,0.350375,0.103,FALSE,0,7,"raw","std"
"MR-PCA","Wasserstein",0.910332138304653,0.133325844486934,0.913704222317415,0.137690031408543,0.35,0.099875,FALSE,0,7,"raw","std"
"MR-PCA","Centers-Euclidean",0.910416507329509,0.133135117909497,0.913857323183858,0.137367620011734,0.349875,0.099,FALSE,0,7,"raw","std"
"SPCA","Int-Euclidean",0.911848948374761,0.131315487571702,0.914160801341776,0.137758290526378,0.351875,0.10875,FALSE,0,7,"raw","std"
"SPCA","Hausdorff",0.911126752708732,0.130932919056724,0.913304030059294,0.137632045405654,0.34775,0.093625,FALSE,0,7,"raw","std"
"SPCA","Ichino-Yaguchi",0.911413001912046,0.131238368387508,0.914120108504565,0.136903020174244,0.350625,0.102,FALSE,0,7,"raw","std"
"SPCA","Wasserstein",0.911354764181007,0.13137810707457,0.914124931057643,0.136884477175111,0.350375,0.101375,FALSE,0,7,"raw","std"
"SPCA","Centers-Euclidean",0.911364563416189,0.131337157425111,0.914257146100306,0.136608907557277,0.35075,0.10125,FALSE,0,7,"raw","std"
"IMDS","Int-Euclidean",0.589414913957935,-0.0673954748247292,0.595817271981843,-0.0805003238350256,0.04425,-0.006625,TRUE,0,7,"raw","std"
"IMDS","Hausdorff",0.620296207775653,-0.0234665391969407,0.632032476243142,-0.0400485285530115,0.05275,-0.001,TRUE,0,7,"raw","std"
"IMDS","Ichino-Yaguchi",0.630765137029955,-0.0175162523900574,0.643365270299249,-0.0340465875473683,0.05425,-0.0015,TRUE,0,7,"raw","std"
"IMDS","Wasserstein",0.621873247291268,-0.0379341937539834,0.633142095060358,-0.0541505045565503,0.052875,-0.002375,TRUE,0,7,"raw","std"
"IMDS","Centers-Euclidean",0.618943594646272,-0.0674034416826004,0.628328136640553,-0.0840627846297909,0.0575,-0.002875,TRUE,0,7,"raw","std"
"Int-UMAP","Int-Euclidean",0.776530991077119,0.027917941363926,0.861841829513931,0.0142405047203231,0.448875,-0.01675,FALSE,0,7,"raw","std"
"Int-UMAP","Hausdorff",0.776021191841938,0.0257348629700447,0.860385839644982,0.00910634668883056,0.449375,-0.030125,FALSE,0,7,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.777051864244742,0.0265626195028681,0.862937247975487,0.0098991272874234,0.45125,-0.027875,FALSE,0,7,"raw","std"
"Int-UMAP","Wasserstein",0.776248884639898,0.0271838750796686,0.861896619602472,0.0108465946612472,0.44975,-0.02575,FALSE,0,7,"raw","std"
"Int-UMAP","Centers-Euclidean",0.776308875079669,0.0273376354365839,0.861809451982256,0.0113583465503062,0.450125,-0.0255,FALSE,0,7,"raw","std"
"C-PCA","Int-Euclidean",0.915880258126195,0.1242821861058,0.92032198266619,0.127095574066994,0.36825,0.110875,FALSE,0,8,"raw","std"
"C-PCA","Hausdorff",0.91475183237731,0.123763702995539,0.919837349987998,0.12549237040756,0.362875,0.092375,FALSE,0,8,"raw","std"
"C-PCA","Ichino-Yaguchi",0.915427342256214,0.12370299553856,0.919678475065855,0.126926607288809,0.365375,0.1005,FALSE,0,8,"raw","std"
"C-PCA","Wasserstein",0.915385117909497,0.123758444869344,0.919720275501592,0.126823221474838,0.36525,0.1,FALSE,0,8,"raw","std"
"C-PCA","Centers-Euclidean",0.915421924792862,0.123694710006374,0.919728168900373,0.126813407264789,0.36525,0.10025,FALSE,0,8,"raw","std"
"V-PCA","Int-Euclidean",0.915899378585086,0.124255736137667,0.920301200053363,0.127136665034057,0.368375,0.111,FALSE,0,8,"raw","std"
"V-PCA","Hausdorff",0.914772227533461,0.123738209050351,0.919744628594961,0.125693317867044,0.362875,0.09225,FALSE,0,8,"raw","std"
"V-PCA","Ichino-Yaguchi",0.915476179094965,0.123613926067559,0.919681465091412,0.12692323651293,0.365625,0.1,FALSE,0,8,"raw","std"
"V-PCA","Wasserstein",0.915433875079669,0.123668897386871,0.919702127327002,0.126854232740868,0.365375,0.099375,FALSE,0,8,"raw","std"
"V-PCA","Centers-Euclidean",0.915470761631612,0.123605640535373,0.919708145655732,0.126857845337449,0.3655,0.099625,FALSE,0,8,"raw","std"
"MR-PCA","Int-Euclidean",0.913532265774379,0.125974984066284,0.918057349912083,0.129560736105631,0.355625,0.11575,FALSE,0,8,"raw","std"
"MR-PCA","Hausdorff",0.912882568514978,0.125297960484385,0.91561026812926,0.132326627564216,0.349625,0.1015,FALSE,0,8,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.913566602931804,0.124353728489484,0.916411583676531,0.131126487197321,0.35125,0.097,FALSE,0,8,"raw","std"
"MR-PCA","Wasserstein",0.913276051625239,0.125091300191205,0.916290741883738,0.131659511418117,0.352875,0.099875,FALSE,0,8,"raw","std"
"MR-PCA","Centers-Euclidean",0.913443833652008,0.124777405991077,0.916488619883616,0.131314231971478,0.35225,0.09775,FALSE,0,8,"raw","std"
"SPCA","Int-Euclidean",0.913666905672403,0.125192001274697,0.917241970593067,0.130695012531174,0.35275,0.11075,FALSE,0,8,"raw","std"
"SPCA","Hausdorff",0.913208253664755,0.124193435309114,0.916187998472649,0.130977120477548,0.352375,0.099,FALSE,0,8,"raw","std"
"SPCA","Ichino-Yaguchi",0.913474984066284,0.124732632249841,0.916444244185342,0.131382120254919,0.352875,0.104875,FALSE,0,8,"raw","std"
"SPCA","Wasserstein",0.913557441045252,0.124539993626514,0.91643720675508,0.131371031261659,0.353,0.105125,FALSE,0,8,"raw","std"
"SPCA","Centers-Euclidean",0.913468929254302,0.12472275334608,0.916407006569334,0.131437262625472,0.35275,0.104875,FALSE,0,8,"raw","std"
"IMDS","Int-Euclidean",0.58834839069471,-0.0700689929891651,0.596110653698936,-0.0921479623684338,0.038375,-0.0025,TRUE,0,8,"raw","std"
"IMDS","Hausdorff",0.630974904397706,-0.0343449649458254,0.642594506366751,-0.0513736816933283,0.05875,-0.0015,TRUE,0,8,"raw","std"
"IMDS","Ichino-Yaguchi",0.640031389420013,-0.0329359464627151,0.647714080946559,-0.0448410451106925,0.060875,-0.000750000000000001,TRUE,0,8,"raw","std"
"IMDS","Wasserstein",0.629931086679414,-0.0543914913957936,0.636714922798208,-0.0677468198231903,0.060875,-0.000750000000000001,TRUE,0,8,"raw","std"
"IMDS","Centers-Euclidean",0.618827517527087,-0.0697901529636711,0.625431979951998,-0.0871394916067318,0.056875,-0.008375,TRUE,0,8,"raw","std"
"Int-UMAP","Int-Euclidean",0.893805528999363,0.0293363607393243,0.934678004965556,0.0246281004442165,0.567,-0.02075,FALSE,0,8,"raw","std"
"Int-UMAP","Hausdorff",0.893737412364563,0.0289330783938815,0.933867883220987,0.0244682381941598,0.558625,-0.027125,FALSE,0,8,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.893603409815169,0.0289984066284258,0.93517290734676,0.0227138048999101,0.566125,-0.03175,FALSE,0,8,"raw","std"
"Int-UMAP","Wasserstein",0.893611456341619,0.0289137985978329,0.934760719374368,0.0235355728489345,0.563875,-0.031875,FALSE,0,8,"raw","std"
"Int-UMAP","Centers-Euclidean",0.893576959847036,0.028961759082218,0.9347493233072,0.023544965472098,0.563875,-0.028875,FALSE,0,8,"raw","std"
"C-PCA","Int-Euclidean",0.916364244741874,0.120306564690886,0.91975066536945,0.125912584417603,0.340375,0.104125,FALSE,0,9,"raw","std"
"C-PCA","Hausdorff",0.914738368387508,0.120954748247291,0.918642391706548,0.125740377796441,0.334625,0.086625,FALSE,0,9,"raw","std"
"C-PCA","Ichino-Yaguchi",0.915585325047801,0.120522785213512,0.919084989698523,0.125974400101266,0.33775,0.089625,FALSE,0,9,"raw","std"
"C-PCA","Wasserstein",0.915580943275972,0.120501274697259,0.919241371777622,0.125608246452742,0.33775,0.089,FALSE,0,9,"raw","std"
"C-PCA","Centers-Euclidean",0.915576322498407,0.120506373486297,0.919260029076487,0.125570310456839,0.33775,0.088625,FALSE,0,9,"raw","std"
"V-PCA","Int-Euclidean",0.916352931803697,0.120328234544296,0.919776811539872,0.125857837617953,0.340375,0.104375,FALSE,0,9,"raw","std"
"V-PCA","Hausdorff",0.914758126195029,0.120915551306565,0.918620993879676,0.125783428065634,0.334625,0.086375,FALSE,0,9,"raw","std"
"V-PCA","Ichino-Yaguchi",0.915623884639898,0.120450446144041,0.919117224355533,0.125907730517397,0.337875,0.08975,FALSE,0,9,"raw","std"
"V-PCA","Wasserstein",0.915559910771192,0.120548438495857,0.919218929579594,0.125658547291344,0.337875,0.088875,FALSE,0,9,"raw","std"
"V-PCA","Centers-Euclidean",0.91561512109624,0.120434512428298,0.919317511286246,0.125457067357174,0.337875,0.08875,FALSE,0,9,"raw","std"
"MR-PCA","Int-Euclidean",0.915725701083493,0.121853569152326,0.919184546897948,0.127477473569893,0.348625,0.1035,FALSE,0,9,"raw","std"
"MR-PCA","Hausdorff",0.915606198215424,0.120067718291906,0.918340267979135,0.127133081865392,0.347375,0.100875,FALSE,0,9,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.915229206500956,0.121154397705545,0.918031639616014,0.12811869890738,0.3455,0.094875,FALSE,0,9,"raw","std"
"MR-PCA","Wasserstein",0.915375318674315,0.120928457616316,0.918408946658021,0.1274793433088,0.346125,0.09575,FALSE,0,9,"raw","std"
"MR-PCA","Centers-Euclidean",0.915218769917145,0.12124378585086,0.918033604569157,0.128232571508557,0.345625,0.094125,FALSE,0,9,"raw","std"
"SPCA","Int-Euclidean",0.915769439133206,0.121336520076482,0.918870654882876,0.127697157229177,0.344875,0.10025,FALSE,0,9,"raw","std"
"SPCA","Hausdorff",0.914967734225621,0.120679254302103,0.918450548455324,0.12656686913926,0.340625,0.08875,FALSE,0,9,"raw","std"
"SPCA","Ichino-Yaguchi",0.915613527724665,0.120468929254302,0.918894467504842,0.126565978198435,0.34475,0.090875,FALSE,0,9,"raw","std"
"SPCA","Wasserstein",0.915609783301466,0.120445506692161,0.918768582342977,0.126773682563371,0.3445,0.090375,FALSE,0,9,"raw","std"
"SPCA","Centers-Euclidean",0.915637746972594,0.12038798597833,0.918898873055817,0.126509924628709,0.34475,0.09025,FALSE,0,9,"raw","std"
"IMDS","Int-Euclidean",0.560212794773741,-0.0419992033142128,0.564138692340263,-0.0539406075986121,0.033375,0.00025,TRUE,0,9,"raw","std"
"IMDS","Hausdorff",0.582421048438496,0.00354859783301475,0.588127003124136,-0.00590172423705349,0.048875,-0.000374999999999997,TRUE,0,9,"raw","std"
"IMDS","Ichino-Yaguchi",0.584985340981517,0.0136845124282983,0.591449821628444,0.00683901466977355,0.048625,0.00275,TRUE,0,9,"raw","std"
"IMDS","Wasserstein",0.57802039515615,-0.00567080943275977,0.585193535996142,-0.0158045620008663,0.048375,0.000499999999999997,TRUE,0,9,"raw","std"
"IMDS","Centers-Euclidean",0.574321701720841,-0.0290905035054174,0.57870688255839,-0.0333676010755093,0.045375,0,TRUE,0,9,"raw","std"
"Int-UMAP","Int-Euclidean",0.819423199490121,0.0387485659655833,0.885826493048785,0.0221467767219553,0.493125,-0.03275,FALSE,0,9,"raw","std"
"Int-UMAP","Hausdorff",0.817305608667941,0.0352724665391969,0.8841530249083,0.0144751134510143,0.4925,-0.035375,FALSE,0,9,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.821460962396431,0.0384483747609943,0.888818848209273,0.0188126652548091,0.494875,-0.038875,FALSE,0,9,"raw","std"
"Int-UMAP","Wasserstein",0.819551465901848,0.0365895474824729,0.886943447200603,0.0165843693665799,0.4935,-0.039875,FALSE,0,9,"raw","std"
"Int-UMAP","Centers-Euclidean",0.819072020395156,0.0384764181007011,0.885866461170248,0.0196096371990015,0.493625,-0.03675,FALSE,0,9,"raw","std"
"C-PCA","Int-Euclidean",0.915884560229445,0.125554652644997,0.917742320977191,0.132816793650258,0.37925,0.11725,FALSE,0,10,"raw","std"
"C-PCA","Hausdorff",0.914906070745698,0.124898183556405,0.917396170528206,0.131399041733221,0.37375,0.099125,FALSE,0,10,"raw","std"
"C-PCA","Ichino-Yaguchi",0.915136551943913,0.125792543021032,0.917519944023839,0.132142412434037,0.37675,0.106,FALSE,0,10,"raw","std"
"C-PCA","Wasserstein",0.91510460484385,0.125814053537285,0.917599709243658,0.131950220845849,0.37675,0.1055,FALSE,0,10,"raw","std"
"C-PCA","Centers-Euclidean",0.915120299553856,0.125811663479924,0.917510280578548,0.13211786869895,0.376625,0.105875,FALSE,0,10,"raw","std"
"V-PCA","Int-Euclidean",0.915929891650733,0.12546717654557,0.91775326283087,0.132796265759502,0.379125,0.11725,FALSE,0,10,"raw","std"
"V-PCA","Hausdorff",0.914845442957298,0.12502039515615,0.917413355898148,0.131366396151613,0.373625,0.098875,FALSE,0,10,"raw","std"
"V-PCA","Ichino-Yaguchi",0.915123247291268,0.125830624601657,0.917460817262706,0.132268500605874,0.376625,0.1055,FALSE,0,10,"raw","std"
"V-PCA","Wasserstein",0.91513368387508,0.125767686424474,0.917617249347937,0.13192336254118,0.376375,0.10475,FALSE,0,10,"raw","std"
"V-PCA","Centers-Euclidean",0.915132329509242,0.125798438495857,0.917469742237897,0.132205006678005,0.3765,0.1055,FALSE,0,10,"raw","std"
"MR-PCA","Int-Euclidean",0.914527724665392,0.124938177182919,0.918952164772959,0.128227570468771,0.3585,0.101375,FALSE,0,10,"raw","std"
"MR-PCA","Hausdorff",0.913566602931804,0.124215423836839,0.917255345474353,0.129415717253852,0.35175,0.096375,FALSE,0,10,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.913749601657107,0.124577278521351,0.918092134135513,0.128219581429262,0.353875,0.087375,FALSE,0,10,"raw","std"
"MR-PCA","Wasserstein",0.913985181644359,0.124204588910134,0.918378361457038,0.127778413676662,0.355625,0.085875,FALSE,0,10,"raw","std"
"MR-PCA","Centers-Euclidean",0.913603091140854,0.124998406628426,0.9187335132232,0.127069883496159,0.354375,0.082375,FALSE,0,10,"raw","std"
"SPCA","Int-Euclidean",0.914159098151689,0.125184990439771,0.91856367586916,0.128561950284393,0.35325,0.09775,FALSE,0,10,"raw","std"
"SPCA","Hausdorff",0.913507807520714,0.123792224346718,0.917559973879952,0.128471518724429,0.349125,0.082375,FALSE,0,10,"raw","std"
"SPCA","Ichino-Yaguchi",0.913901688973869,0.124442638623327,0.917695115934048,0.129215046374131,0.351375,0.086125,FALSE,0,10,"raw","std"
"SPCA","Wasserstein",0.913832377310389,0.124544614404079,0.917803564629078,0.128965984271674,0.35125,0.08575,FALSE,0,10,"raw","std"
"SPCA","Centers-Euclidean",0.913964149139579,0.124311663479924,0.917852406013633,0.128860118409405,0.3515,0.085625,FALSE,0,10,"raw","std"
"IMDS","Int-Euclidean",0.562822896749522,-0.0483471956660294,0.564128540029046,-0.0432656981726203,0.03925,-0.001625,TRUE,0,10,"raw","std"
"IMDS","Hausdorff",0.60473143722116,-0.018583970681963,0.620894672092833,-0.0330123764859179,0.045625,-0.000625000000000001,TRUE,0,10,"raw","std"
"IMDS","Ichino-Yaguchi",0.61158604206501,-0.0185347355003187,0.627181514244561,-0.0302104821043298,0.0445,-0.003,TRUE,0,10,"raw","std"
"IMDS","Wasserstein",0.605063256851498,-0.0444037603569152,0.620148595623071,-0.0553950932319034,0.049625,-0.001125,TRUE,0,10,"raw","std"
"IMDS","Centers-Euclidean",0.602956899298916,-0.0808150095602294,0.617268773773705,-0.0892180307486752,0.054,-0.00925,TRUE,0,10,"raw","std"
"Int-UMAP","Int-Euclidean",0.880269996813257,0.0398079987253027,0.92777926591338,0.0266249850088224,0.539125,-0.0265,FALSE,0,10,"raw","std"
"Int-UMAP","Hausdorff",0.878807998725303,0.0393814531548757,0.926713491279357,0.0255305936455149,0.533,-0.0335,FALSE,0,10,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.879981596558317,0.0393389101338432,0.928014530907927,0.0255991741247242,0.53875,-0.032875,FALSE,0,10,"raw","std"
"Int-UMAP","Wasserstein",0.879839069471001,0.0393183556405354,0.927771060322793,0.0257082182019424,0.537375,-0.0325,FALSE,0,10,"raw","std"
"Int-UMAP","Centers-Euclidean",0.879603250478011,0.0397036328871894,0.92752637636923,0.0261568378279571,0.537,-0.027375,FALSE,0,10,"raw","std"
"C-PCA","Int-Euclidean",0.917994582536648,0.118566602931804,0.921474263218807,0.123994421021529,0.374875,0.099875,FALSE,0,11,"raw","std"
"C-PCA","Hausdorff",0.91692080943276,0.118260356915233,0.921300110836621,0.122516645964767,0.37075,0.088,FALSE,0,11,"raw","std"
"C-PCA","Ichino-Yaguchi",0.917804891650733,0.117794295729764,0.921491379070627,0.123041654916825,0.374,0.095375,FALSE,0,11,"raw","std"
"C-PCA","Wasserstein",0.917720442957298,0.117821701720841,0.921242930902741,0.123472345691523,0.373875,0.09525,FALSE,0,11,"raw","std"
"C-PCA","Centers-Euclidean",0.917791268323773,0.117768323773104,0.921256090832291,0.123466533678075,0.374,0.09525,FALSE,0,11,"raw","std"
"V-PCA","Int-Euclidean",0.91811384639898,0.118328712555768,0.921573297219736,0.12379392798878,0.37525,0.100125,FALSE,0,11,"raw","std"
"V-PCA","Hausdorff",0.916918738049713,0.118274378585086,0.921295187311672,0.122534133184095,0.370625,0.08825,FALSE,0,11,"raw","std"
"V-PCA","Ichino-Yaguchi",0.917723629700446,0.117966379859783,0.921515288932664,0.123001941517433,0.373875,0.095125,FALSE,0,11,"raw","std"
"V-PCA","Wasserstein",0.917694710006373,0.117879541108987,0.921318298248433,0.123325388862191,0.373875,0.095125,FALSE,0,11,"raw","std"
"V-PCA","Centers-Euclidean",0.917710086042065,0.11794056724028,0.921290704459106,0.123406039691691,0.373875,0.094875,FALSE,0,11,"raw","std"
"MR-PCA","Int-Euclidean",0.917978011472275,0.11780879541109,0.922299790690747,0.121893432431201,0.368125,0.111875,FALSE,0,11,"raw","std"
"MR-PCA","Hausdorff",0.917032504780115,0.117379541108987,0.9212657571564,0.122048438435349,0.36075,0.095375,FALSE,0,11,"raw","std"
"MR-PCA","Ichino-Yaguchi",0.91738057680051,0.117272944550669,0.921043178365927,0.122890903165778,0.3635,0.095375,FALSE,0,11,"raw","std"
"MR-PCA","Wasserstein",0.91725063734863,0.117482154238368,0.92138506571211,0.122286600906789,0.363875,0.096125,FALSE,0,11,"raw","std"
"MR-PCA","Centers-Euclidean",0.917289913957935,0.117480082855322,0.921448587042061,0.12216394855079,0.3645,0.09775,FALSE,0,11,"raw","std"
"SPCA","Int-Euclidean",0.918727135117909,0.115720363288719,0.923194872002212,0.119568135520587,0.3645,0.103125,FALSE,0,11,"raw","std"
"SPCA","Hausdorff",0.917777326322498,0.115216857871256,0.922110328115295,0.119937939936685,0.3615,0.0935,FALSE,0,11,"raw","std"
"SPCA","Ichino-Yaguchi",0.918636711281071,0.114752071383047,0.922337363209236,0.120352507625242,0.3625,0.097,FALSE,0,11,"raw","std"
"SPCA","Wasserstein",0.918609384958572,0.114693913320586,0.922410459487483,0.120155443584467,0.362375,0.09675,FALSE,0,11,"raw","std"
"SPCA","Centers-Euclidean",0.9186571861058,0.114664913957935,0.922364042280836,0.120254795641461,0.362625,0.097625,FALSE,0,11,"raw","std"
"IMDS","Int-Euclidean",0.572097673677502,-0.0541061185468451,0.578795877055113,-0.0693948259923051,0.04175,-0.006,TRUE,0,11,"raw","std"
"IMDS","Hausdorff",0.599422721478649,-0.0069117272147865,0.611856012490061,-0.0146402957565286,0.05125,0.000750000000000001,TRUE,0,11,"raw","std"
"IMDS","Ichino-Yaguchi",0.60426792543021,-0.00281309751434033,0.61537899147034,-0.0094839780776525,0.051125,-0.002125,TRUE,0,11,"raw","std"
"IMDS","Wasserstein",0.599097275334608,-0.021505258126195,0.607735288984696,-0.0253270895825006,0.05275,-0.00025,TRUE,0,11,"raw","std"
"IMDS","Centers-Euclidean",0.598217973231358,-0.056210643722116,0.603630251944759,-0.0598132553485025,0.05575,-0.002375,TRUE,0,11,"raw","std"
"Int-UMAP","Int-Euclidean",0.801772625876354,0.0346408540471639,0.871094336985636,0.0318194193027682,0.475625,-0.025875,FALSE,0,11,"raw","std"
"Int-UMAP","Hausdorff",0.799544694072658,0.0313637667304015,0.86957175078274,0.0249573032922929,0.471875,-0.024,FALSE,0,11,"raw","std"
"Int-UMAP","Ichino-Yaguchi",0.80306126513703,0.0332120777565329,0.873406606392323,0.0279921565220536,0.477,-0.029625,FALSE,0,11,"raw","std"
"Int-UMAP","Wasserstein",0.800838193116635,0.034135277246654,0.871567136762701,0.0276541933245203,0.473375,-0.029125,FALSE,0,11,"raw","std"
