"scenario","replication","Method","Metric","pre_Q_TC","pre_B_TC","pre_Q_RE","pre_B_RE","pre_Q_LC","pre_B_LC","post_Q_TC","post_B_TC","post_Q_RE","post_B_RE","post_Q_LC","post_B_LC","max_abs_mean_delta","pre_max_spread","post_max_spread","replication_fidelity"
"ScenarioII",80,"IMDS","Centers-Euclidean",0.61154023263225,-0.0675205544933078,0.619684848555413,-0.0735643974928439,0.05225,-0.00125,0.61154023263225,-0.0675205544933078,0.619684848555413,-0.0735643974928439,0.05225,-0.00125,0,0,0,4.44089209850063e-16
"ScenarioII",81,"IMDS","Int-Euclidean",0.575768961121734,-0.0599719566602932,0.583939596920288,-0.0803079002354404,0.03975,-0.001375,0.575768951561504,-0.0599719757807521,0.583939607757437,-0.0803078785611403,0.03975,-0.001375,2.16743000353015e-08,0,6.37348629761725e-07,4.44089209850063e-16
"ScenarioII",81,"IMDS","Hausdorff",0.605520474824729,-0.0213057680050989,0.615481872744819,-0.0413815822358427,0.052,-0.002375,0.605520474824729,-0.0213057680050989,0.615481872744819,-0.0413815822358427,0.052,-0.002375,0,0,0,3.33066907387547e-16
"ScenarioII",81,"IMDS","Ichino-Yaguchi",0.607925669216061,-0.0215740917782028,0.617818061396357,-0.0360893438359434,0.052,-0.003375,0.60792563734863,-0.0215741555130657,0.617818049454594,-0.0360893677194695,0.052,-0.003375,6.37348629428658e-08,0,1.59337157357164e-07,2.22044604925031e-16
"ScenarioII",81,"IMDS","Wasserstein",0.600378983428936,-0.03789913957935,0.609853258548895,-0.0537454819618816,0.0515,-0.002625,0.600379034416826,-0.0378990376035692,0.609853262728512,-0.0537454736026474,0.0515,-0.002625,1.01975780791852e-07,0,4.78011472293538e-07,4.44089209850063e-16
"ScenarioII",81,"IMDS","Centers-Euclidean",0.602788718929254,-0.0710401529636712,0.606047465991991,-0.0772210711215585,0.053875,0.00175,0.602788718929254,-0.0710401529636712,0.606047465991991,-0.0772210711215585,0.053875,0.00175,0,0,0,2.22044604925031e-16
"ScenarioII",82,"IMDS","Int-Euclidean",0.590789037603569,-0.0732249840662842,0.595628828721169,-0.090592589948345,0.042375,-0.00475,0.590788994582537,-0.0732250701083492,0.59562880799368,-0.0905926314033226,0.042375,-0.00475,8.604206502838e-08,0,1.59337157468187e-07,4.44089209850063e-16
"ScenarioII",82,"IMDS","Hausdorff",0.621138145315488,-0.0342332695984703,0.630728631046605,-0.0530508852599577,0.05125,-0.003625,0.621138105481198,-0.034233349267049,0.630728611854486,-0.0530509236441962,0.05125,-0.003625,7.96685787340934e-08,0,1.59337157468187e-07,4.44089209850063e-16
"ScenarioII",82,"IMDS","Ichino-Yaguchi",0.625509480560867,-0.0352815487571702,0.63562337741294,-0.0557570717415066,0.0555,-0.003125,0.625509480560867,-0.0352815487571702,0.63562337741294,-0.0557570717415066,0.0555,-0.003125,0,0,0,2.22044604925031e-16
"ScenarioII",82,"IMDS","Wasserstein",0.620855959209688,-0.0516746335245378,0.629516864307111,-0.0729074872892727,0.05425,-0.00475,0.620855959209688,-0.0516746335245378,0.629516864307111,-0.0729074872892727,0.05425,-0.00475,0,0,0,3.33066907387547e-16
"ScenarioII",82,"IMDS","Centers-Euclidean",0.615150892288082,-0.0709805608667942,0.623840205626072,-0.0921548090503552,0.053,-0.000625000000000001,0.615150892288082,-0.0709805608667942,0.623840205626072,-0.0921548090503552,0.053,-0.000625000000000001,0,0,0,3.33066907387547e-16
"ScenarioII",83,"IMDS","Int-Euclidean",0.572276131293818,-0.0513355640535373,0.575859328845619,-0.0618902036770054,0.04225,-0.002125,0.572276175908222,-0.0513354748247292,0.575859404078726,-0.0618900532107904,0.04225,-0.002125,1.50466214959843e-07,0,2.68689669569167e-07,3.33066907387547e-16
"ScenarioII",83,"IMDS","Hausdorff",0.590110420650096,-0.0139525175270873,0.599254157140978,-0.034462573320293,0.05225,-0.000625000000000001,0.59011034416826,-0.0139526704907584,0.599254124898218,-0.0344626378058137,0.05225,-0.000625000000000001,1.52963671168696e-07,0,3.18674314936374e-07,4.44089209850063e-16
