"dataset","IDR","Metric","test","old_raw","new_raw","raw_delta","old_adj","new_adj","adj_delta","old_marker","new_marker","marker_flip"
"Scenario2","IMDS","Centers-Euclidean","B_LC",NA,NA,0,0.52,0.52,0.00600000000000001,FALSE,FALSE,FALSE
"Scenario2","Int-UMAP","Int-Euclidean","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Int-Euclidean","B_TC",NA,NA,0.004,0.8,0.8,0.00700000000000001,FALSE,FALSE,FALSE
"Scenario2","Int-UMAP","Int-Euclidean","Q_RE",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Int-Euclidean","B_RE",NA,NA,0.749,0.48,0.48,0.618,FALSE,FALSE,FALSE
"Scenario2","Int-UMAP","Int-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Int-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Hausdorff","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Hausdorff","B_TC",NA,NA,0.819,0.8,0.8,0.898,FALSE,FALSE,FALSE
"Scenario2","Int-UMAP","Hausdorff","Q_RE",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Hausdorff","B_RE",NA,NA,0.597,0.36,0.36,0.448,FALSE,FALSE,FALSE
"Scenario2","Int-UMAP","Hausdorff","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Hausdorff","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Ichino-Yaguchi","B_TC",NA,NA,0.158,0.8,0.8,0.277,FALSE,FALSE,FALSE
"Scenario2","Int-UMAP","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Ichino-Yaguchi","B_RE",NA,NA,0.142,0.4,0.4,0.15,FALSE,FALSE,FALSE
"Scenario2","Int-UMAP","Ichino-Yaguchi","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Ichino-Yaguchi","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Wasserstein","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Wasserstein","B_TC",NA,NA,0.231,0.8,0.8,0.423,FALSE,FALSE,FALSE
"Scenario2","Int-UMAP","Wasserstein","Q_RE",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Wasserstein","B_RE",NA,NA,0.049,0.36,0.36,0.0620000000000001,FALSE,FALSE,FALSE
"Scenario2","Int-UMAP","Wasserstein","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Wasserstein","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Centers-Euclidean","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Centers-Euclidean","B_TC",NA,NA,0.05,0.8,0.8,0.083,FALSE,FALSE,FALSE
"Scenario2","Int-UMAP","Centers-Euclidean","Q_RE",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Centers-Euclidean","B_RE",NA,NA,0.437,0.4,0.4,0.438,FALSE,FALSE,FALSE
"Scenario2","Int-UMAP","Centers-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario2","Int-UMAP","Centers-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Int-Euclidean","Q_TC",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Int-Euclidean","B_TC",NA,NA,0.017,0.68,0.68,0.049,FALSE,FALSE,FALSE
"Scenario4","C-PCA","Int-Euclidean","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Int-Euclidean","B_RE",NA,NA,0.007,0.8,0.84,0.031,FALSE,FALSE,FALSE
"Scenario4","C-PCA","Int-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Int-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Hausdorff","Q_TC",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Hausdorff","B_TC",NA,NA,0.001,1,1,0.007,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Hausdorff","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Hausdorff","B_RE",NA,NA,0.001,1,1,0.003,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Hausdorff","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Hausdorff","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Ichino-Yaguchi","B_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Ichino-Yaguchi","B_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Ichino-Yaguchi","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Ichino-Yaguchi","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Wasserstein","Q_TC",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Wasserstein","B_TC",NA,NA,0.001,1,1,0.008,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Wasserstein","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Wasserstein","B_RE",NA,NA,0.001,1,1,0.009,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Wasserstein","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Wasserstein","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Centers-Euclidean","Q_TC",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Centers-Euclidean","B_TC",NA,NA,0,1,1,0.003,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Centers-Euclidean","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Centers-Euclidean","B_RE",NA,NA,0.001,1,1,0.008,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Centers-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","C-PCA","Centers-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Int-Euclidean","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Int-Euclidean","B_TC",NA,NA,0.012,0.72,0.68,0.058,FALSE,FALSE,FALSE
"Scenario4","V-PCA","Int-Euclidean","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Int-Euclidean","B_RE",NA,NA,0.024,0.76,0.8,0.09,FALSE,FALSE,FALSE
"Scenario4","V-PCA","Int-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Int-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Hausdorff","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Hausdorff","B_TC",NA,NA,0.001,1,1,0.006,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Hausdorff","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Hausdorff","B_RE",NA,NA,0.002,1,1,0.008,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Hausdorff","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Hausdorff","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Ichino-Yaguchi","B_TC",NA,NA,0.001,1,1,0.006,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Ichino-Yaguchi","B_RE",NA,NA,0.001,1,1,0.004,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Ichino-Yaguchi","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Ichino-Yaguchi","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Wasserstein","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Wasserstein","B_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Wasserstein","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Wasserstein","B_RE",NA,NA,0,1,1,0.001,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Wasserstein","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Wasserstein","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Centers-Euclidean","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Centers-Euclidean","B_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Centers-Euclidean","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Centers-Euclidean","B_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Centers-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","V-PCA","Centers-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Int-Euclidean","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Int-Euclidean","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Int-Euclidean","Q_RE",NA,NA,0,1,1,0.001,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Int-Euclidean","B_RE",NA,NA,0,1,1,0.001,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Int-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Int-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Hausdorff","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Hausdorff","B_TC",NA,NA,0.001,1,1,0.005,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Hausdorff","Q_RE",NA,NA,0,1,1,0.001,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Hausdorff","B_RE",NA,NA,0.004,1,1,0.012,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Hausdorff","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Hausdorff","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Ichino-Yaguchi","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0.001,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Ichino-Yaguchi","B_RE",NA,NA,0.001,1,1,0.004,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Ichino-Yaguchi","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Ichino-Yaguchi","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Wasserstein","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Wasserstein","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Wasserstein","Q_RE",NA,NA,0,1,1,0.001,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Wasserstein","B_RE",NA,NA,0.001,1,1,0.004,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Wasserstein","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Wasserstein","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Centers-Euclidean","Q_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Centers-Euclidean","B_TC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Centers-Euclidean","Q_RE",NA,NA,0,1,1,0.001,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Centers-Euclidean","B_RE",NA,NA,0,1,1,0.001,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Centers-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","MR-PCA","Centers-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","SPCA","Int-Euclidean","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Int-Euclidean","B_TC",NA,NA,0.018,0.68,0.68,0.062,FALSE,FALSE,FALSE
"Scenario4","SPCA","Int-Euclidean","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Int-Euclidean","B_RE",NA,NA,0.009,0.84,0.76,0.047,FALSE,FALSE,FALSE
"Scenario4","SPCA","Int-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","SPCA","Int-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","SPCA","Hausdorff","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Hausdorff","B_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Hausdorff","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Hausdorff","B_RE",NA,NA,0.003,1,1,0.014,TRUE,TRUE,FALSE
"Scenario4","SPCA","Hausdorff","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","SPCA","Hausdorff","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","SPCA","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Ichino-Yaguchi","B_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Ichino-Yaguchi","B_RE",NA,NA,0.001,1,1,0.005,TRUE,TRUE,FALSE
"Scenario4","SPCA","Ichino-Yaguchi","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","SPCA","Ichino-Yaguchi","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","SPCA","Wasserstein","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Wasserstein","B_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Wasserstein","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Wasserstein","B_RE",NA,NA,0.001,1,1,0.007,TRUE,TRUE,FALSE
"Scenario4","SPCA","Wasserstein","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","SPCA","Wasserstein","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","SPCA","Centers-Euclidean","Q_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Centers-Euclidean","B_TC",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Centers-Euclidean","Q_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Centers-Euclidean","B_RE",NA,NA,0,1,1,0.002,TRUE,TRUE,FALSE
"Scenario4","SPCA","Centers-Euclidean","Q_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","SPCA","Centers-Euclidean","B_LC",NA,NA,0,1,1,0,TRUE,TRUE,FALSE
"Scenario4","IMDS","Int-Euclidean","Q_TC",NA,NA,0.063,0.6,0.56,0.099,FALSE,FALSE,FALSE
"Scenario4","IMDS","Int-Euclidean","B_TC",NA,NA,0.111,0.2,0.24,0.159,FALSE,FALSE,FALSE
"Scenario4","IMDS","Int-Euclidean","Q_RE",NA,NA,0.022,0.8,0.72,0.078,FALSE,FALSE,FALSE
"Scenario4","IMDS","Int-Euclidean","B_RE",NA,NA,0.069,0.6,0.64,0.107,FALSE,FALSE,FALSE
"Scenario4","IMDS","Int-Euclidean","Q_LC",NA,NA,0.003,0.96,0.92,0.031,TRUE,TRUE,FALSE
"Scenario4","IMDS","Int-Euclidean","B_LC",NA,NA,0.26,0.04,0.08,0.445,FALSE,FALSE,FALSE
"Scenario4","IMDS","Hausdorff","Q_TC",NA,NA,0,1,1,0.006,TRUE,TRUE,FALSE
"Scenario4","IMDS","Hausdorff","B_TC",NA,NA,0.016,0.88,0.88,0.044,FALSE,FALSE,FALSE
"Scenario4","IMDS","Hausdorff","Q_RE",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario4","IMDS","Hausdorff","B_RE",NA,NA,0.013,0.92,0.96,0.059,TRUE,TRUE,FALSE
"Scenario4","IMDS","Hausdorff","Q_LC",NA,NA,0.001,1,1,0.014,TRUE,TRUE,FALSE
"Scenario4","IMDS","Hausdorff","B_LC",NA,NA,0.11,0,0,0.139,FALSE,FALSE,FALSE
"Scenario4","IMDS","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0.006,TRUE,TRUE,FALSE
"Scenario4","IMDS","Ichino-Yaguchi","B_TC",NA,NA,0.004,0.96,0.92,0.016,TRUE,TRUE,FALSE
"Scenario4","IMDS","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario4","IMDS","Ichino-Yaguchi","B_RE",NA,NA,0.003,0.96,0.96,0.019,TRUE,TRUE,FALSE
"Scenario4","IMDS","Ichino-Yaguchi","Q_LC",NA,NA,0.001,1,1,0.009,TRUE,TRUE,FALSE
"Scenario4","IMDS","Ichino-Yaguchi","B_LC",NA,NA,0.125,0,0,0.073,FALSE,FALSE,FALSE
"Scenario4","IMDS","Wasserstein","Q_TC",NA,NA,0,1,1,0.006,TRUE,TRUE,FALSE
"Scenario4","IMDS","Wasserstein","B_TC",NA,NA,0.013,0.88,0.88,0.022,FALSE,FALSE,FALSE
"Scenario4","IMDS","Wasserstein","Q_RE",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario4","IMDS","Wasserstein","B_RE",NA,NA,0.003,0.96,0.96,0.017,TRUE,TRUE,FALSE
"Scenario4","IMDS","Wasserstein","Q_LC",NA,NA,0.001,1,1,0.011,TRUE,TRUE,FALSE
"Scenario4","IMDS","Wasserstein","B_LC",NA,NA,0.149,0.04,0.04,0.078,FALSE,FALSE,FALSE
"Scenario4","IMDS","Centers-Euclidean","Q_TC",NA,NA,0,1,1,0.006,TRUE,TRUE,FALSE
"Scenario4","IMDS","Centers-Euclidean","B_TC",NA,NA,0.013,0.84,0.84,0.049,FALSE,FALSE,FALSE
"Scenario4","IMDS","Centers-Euclidean","Q_RE",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario4","IMDS","Centers-Euclidean","B_RE",NA,NA,0.003,0.96,0.96,0.02,TRUE,TRUE,FALSE
"Scenario4","IMDS","Centers-Euclidean","Q_LC",NA,NA,0.004,1,1,0.019,TRUE,TRUE,FALSE
"Scenario4","IMDS","Centers-Euclidean","B_LC",NA,NA,0.131,0.04,0.04,0.125,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Int-Euclidean","Q_TC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Int-Euclidean","B_TC",NA,NA,0.038,0.6,0.64,0.061,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Int-Euclidean","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Int-Euclidean","B_RE",NA,NA,0.026,0.64,0.64,0.066,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Int-Euclidean","Q_LC",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Int-Euclidean","B_LC",NA,NA,0.015,0.8,0.84,0.068,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Hausdorff","Q_TC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Hausdorff","B_TC",NA,NA,0.02,0.48,0.52,0.054,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Hausdorff","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Hausdorff","B_RE",NA,NA,0.06,0.28,0.28,0.053,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Hausdorff","Q_LC",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Hausdorff","B_LC",NA,NA,0.176,0.44,0.36,0.12,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Ichino-Yaguchi","Q_TC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Ichino-Yaguchi","B_TC",NA,NA,0.046,0.44,0.44,0.052,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Ichino-Yaguchi","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Ichino-Yaguchi","B_RE",NA,NA,0.029,0.36,0.32,0.071,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Ichino-Yaguchi","Q_LC",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Ichino-Yaguchi","B_LC",NA,NA,0.146,0.56,0.56,0.152,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Wasserstein","Q_TC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Wasserstein","B_TC",NA,NA,0.026,0.48,0.48,0.062,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Wasserstein","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Wasserstein","B_RE",NA,NA,0.043,0.48,0.4,0.068,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Wasserstein","Q_LC",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Wasserstein","B_LC",NA,NA,0.129,0.56,0.6,0.26,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Centers-Euclidean","Q_TC",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Centers-Euclidean","B_TC",NA,NA,0.039,0.72,0.72,0.0700000000000001,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Centers-Euclidean","Q_RE",NA,NA,0,1,1,0.004,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Centers-Euclidean","B_RE",NA,NA,0.024,0.68,0.72,0.054,FALSE,FALSE,FALSE
"Scenario4","Int-UMAP","Centers-Euclidean","Q_LC",NA,NA,0,1,1,0.005,TRUE,TRUE,FALSE
"Scenario4","Int-UMAP","Centers-Euclidean","B_LC",NA,NA,0.056,0.8,0.8,0.13,FALSE,FALSE,FALSE
